numero;codigo_produto;quantidade;preco
56896;326779;5;9
56896;1002767;6;35
56896;1078680;6;1
56896;826490;8;4
56896;1101035;6;35
56896;1086543;9;20
56896;479745;9;2
56896;1096818;7;2
56896;520380;9;3
56896;788975;7;2
56896;229900;8;9
56897;326779;6;9
56897;1037797;5;5
56897;1040107;8;4
56897;1022450;9;3
56897;243083;6;5
56897;229900;6;9
56897;544931;5;5
56897;1004327;6;2
56897;695594;9;15
56897;479745;8;2
56897;1086543;7;20
56898;1013793;8;6
56898;783663;8;2
56898;1022450;6;3
56898;1042712;8;3
56898;520380;9;3
56898;788975;8;2
56898;235653;8;7
56898;479745;7;2
56898;746596;9;4
56898;1004327;8;3
56898;1002767;8;35
56898;812829;7;4
56899;229900;6;10
56899;1051518;5;7
56899;290478;7;2
56899;1041119;7;20
56899;788975;6;2
56899;1086543;8;20
56899;812829;5;5
56899;1078680;7;1
56899;544931;8;5
56899;1022450;9;3
56899;243083;8;4
56899;326779;6;9
56900;812829;9;5
56900;746596;7;3
56900;326779;9;10
56900;838819;6;8
56900;1002334;9;4
56900;1040107;7;4
56900;1051518;8;8
56900;231776;5;5
56900;1042712;8;3
56900;788975;7;2
56900;1088126;8;9
56900;723457;9;3
56901;229900;7;10
56901;1078680;6;1
56901;773912;8;6
56901;1002767;8;35
56901;746596;9;3
56901;1042712;8;3
56901;1086543;5;19
56901;1040107;8;4
56901;1037797;7;6
56901;788975;5;2
56901;1051518;5;7
56901;1013793;9;5
56902;1040107;7;4
56902;1101035;5;34
56902;544931;5;5
56902;1037797;8;6
56902;1096818;7;2
56902;1078680;6;1
56902;695594;6;14
56902;1042712;7;3
56902;394479;6;2
56902;1004327;7;2
56902;773912;5;5
56902;1022450;9;3
56902;746596;9;4
56902;826490;5;4
56903;1042712;8;3
56903;1022450;6;3
56903;1101035;7;35
56903;1051518;5;8
56903;243083;6;5
56903;520380;7;3
56903;695594;8;14
56903;1088126;6;8
56903;773912;8;5
56903;1040107;8;4
56903;1086543;8;19
56903;326779;8;10
