numero;codigo_produto;quantidade;preco
51087;1051518;7;7
51087;243083;9;5
51087;1002334;9;4
51087;1022450;5;3
51087;479745;8;2
51087;1088126;6;8
51087;231776;9;6
51087;826490;7;4
51087;746596;6;3
51087;1002767;5;34
51087;520380;7;3
51088;1096818;7;2
51088;812829;5;5
51088;783663;5;2
51088;229900;7;10
51088;1086543;6;20
51088;1013793;6;5
51088;1051518;8;8
51088;746596;6;4
51088;544931;8;5
51088;695594;6;15
51088;826490;7;4
51089;231776;6;5
51089;1002767;7;35
51089;1041119;9;20
51089;783663;8;2
51089;544931;9;5
51089;788975;9;2
51089;520380;5;3
51089;290478;9;2
51089;394479;8;2
51089;1037797;5;5
51089;243083;8;5
51089;1042712;6;3
51090;695594;8;14
51090;812829;9;4
51090;231776;9;5
51090;1013793;9;5
51090;290478;6;2
51090;1101035;7;34
51090;1022450;7;3
51090;394479;9;2
51090;1088126;5;8
51090;788975;9;2
51090;544931;8;5
51090;243083;6;5
51090;1078680;7;1
51090;723457;6;3
51091;695594;7;15
51091;1051518;7;7
51091;229900;5;10
51091;326779;9;9
51091;1013793;7;5
51091;826490;6;4
51091;1096818;8;2
51091;231776;9;5
51091;1086543;8;20
51092;826490;9;4
51092;1002334;7;4
51092;231776;5;6
51092;1088126;8;9
51092;1002767;8;34
51092;1037797;6;5
51092;326779;8;9
51092;1086543;8;20
51092;1013793;6;5
51092;1051518;6;8
51092;1022450;9;3
51092;544931;6;5
51092;290478;6;2
51093;1096818;6;2
51093;746596;6;4
51093;1078680;5;1
51093;1040107;7;4
51093;326779;6;10
51093;1041119;7;19
51093;290478;6;3
51093;231776;6;5
51093;520380;6;3
51093;394479;5;2
51093;1004327;7;2
51094;783663;8;2
51094;326779;8;9
51094;812829;6;4
51094;773912;7;5
51094;1096818;9;2
51094;1037797;7;5
51094;1086543;7;19
51094;1002334;6;4
51094;520380;6;3
51095;1096818;7;2
51095;1022450;6;3
51095;1086543;8;20
51095;812829;5;5
51095;231776;6;6
51095;723457;8;3
51095;235653;7;7
51095;783663;7;2
51095;1040107;7;4
51095;695594;8;15
51095;479745;8;2
51095;1041119;8;20
51096;1088126;5;9
51096;723457;5;2
51096;1022450;7;3
51096;520380;7;3
51096;1096818;8;2
51096;1040107;6;4
51096;290478;8;3
51096;1002767;6;34
51096;788975;8;3
51096;394479;7;2
51096;229900;8;10
51096;812829;5;5
51096;783663;6;2
51097;520380;7;3
51097;1042712;9;3
51097;1013793;7;5
51097;326779;8;9
51097;826490;7;4
51097;1022450;9;3
51097;746596;9;4
51097;229900;6;9
51097;773912;6;5
51097;1096818;9;2
51097;290478;8;3
51097;235653;7;7
51097;1040107;7;4
51097;783663;6;2
51098;290478;8;2
51098;826490;5;4
51098;1013793;5;6
51098;1041119;5;19
51098;1040107;8;4
51098;231776;6;5
51098;326779;8;10
51098;695594;9;15
51098;229900;6;9
51098;783663;9;2
51099;773912;5;5
51099;788975;8;2
51099;723457;8;2
51099;1041119;8;19
51099;695594;7;14
51099;1051518;7;8
51099;783663;7;2
51099;326779;9;10
51099;1040107;7;4
51099;1078680;6;1
51099;1088126;6;9
51100;479745;6;2
51100;1002767;7;35
51100;1088126;8;9
51100;326779;8;10
51100;544931;9;5
51100;1086543;8;19
51100;812829;6;5
51100;1041119;8;20
51100;1042712;8;3
51100;1013793;7;6
51101;520380;8;3
51101;479745;6;2
51101;723457;9;2
51101;1013793;8;6
51101;243083;6;5
51101;1078680;6;1
51101;544931;6;5
51101;812829;7;4
51101;1051518;6;8
51102;695594;8;14
51102;290478;7;3
51102;812829;8;5
51102;1088126;8;8
51102;243083;6;4
51102;826490;6;4
51102;1096818;7;2
51102;1041119;9;19
51102;1051518;9;8
51102;1086543;5;19
51102;235653;8;7
51102;1037797;6;5
51102;788975;7;2
51103;723457;6;3
51103;1022450;8;3
51103;1004327;8;3
51103;1088126;6;8
51103;1041119;7;20
51103;243083;9;5
51103;783663;8;2
51103;1086543;6;20
51103;229900;6;9
51104;1040107;8;4
51104;723457;8;2
51104;826490;7;4
51104;1051518;9;7
51104;1004327;6;2
51104;394479;8;2
51104;695594;8;15
51104;1088126;8;9
51104;1037797;8;5
51104;229900;8;10
51104;243083;9;4
51104;1022450;6;3
51104;812829;6;5
51105;1101035;6;35
51105;1042712;6;3
51105;1096818;7;2
51105;1013793;8;5
51105;290478;6;2
51105;773912;5;6
51105;788975;6;2
51105;1002334;9;4
51105;520380;6;3
51106;326779;8;9
51106;1040107;9;4
51106;290478;5;2
51106;229900;8;9
51106;773912;8;6
51106;1042712;9;3
51106;783663;7;2
51106;838819;9;7
51106;520380;8;3
51106;1088126;7;8
51106;1086543;7;19
51107;1051518;8;7
51107;243083;8;4
51107;812829;8;5
51107;1022450;7;3
51107;544931;6;5
51107;746596;8;4
51107;695594;8;14
51107;1086543;7;20
51107;773912;6;6
51107;1040107;8;4
51107;394479;7;2
51108;1086543;6;19
51108;1013793;6;5
51108;773912;6;5
51108;1101035;6;35
51108;394479;7;2
51108;231776;5;5
51108;695594;6;14
51108;1051518;6;8
51108;1040107;8;4
51108;544931;8;5
51108;788975;6;2
51108;783663;6;2
51108;326779;7;9
51109;243083;8;5
51109;746596;7;4
51109;1041119;7;19
51109;231776;6;6
51109;1078680;9;1
51109;290478;8;2
51109;520380;8;3
51109;838819;5;7
51110;479745;7;2
51110;723457;8;2
51110;290478;8;2
51110;1101035;6;35
51110;394479;7;2
51110;1022450;6;3
51110;838819;9;8
51110;1002767;5;34
51110;1051518;5;8
51111;290478;9;2
51111;812829;8;4
51111;479745;8;2
51111;544931;8;5
51111;1004327;6;3
51111;1040107;8;4
51111;1086543;8;19
51111;783663;8;2
51111;231776;7;5
51111;773912;8;5
51111;520380;9;3
51112;746596;8;4
51112;1101035;9;34
51112;788975;8;2
51112;1086543;6;19
51112;783663;8;2
51112;1051518;5;7
51112;695594;8;15
51112;723457;8;3
