numero;codigo_produto;quantidade;preco
40173;812829;5;4
40173;1040107;7;4
40173;746596;9;3
40173;1096818;5;2
40173;1042712;6;3
40173;1088126;9;8
40173;243083;6;5
40173;826490;5;4
40173;783663;7;2
40173;723457;5;3
40174;783663;7;2
40174;243083;6;5
40174;1051518;5;8
40174;1013793;7;5
40174;520380;9;3
40174;838819;9;8
40174;1042712;9;3
40174;394479;6;2
40174;773912;8;6
40174;1002767;6;34
40174;479745;6;2
40174;826490;9;4
40174;290478;6;3
40175;326779;8;9
40175;723457;9;3
40175;773912;8;6
40175;1078680;9;1
40175;544931;6;5
40175;1088126;7;8
40175;243083;8;5
40175;695594;9;15
40175;788975;7;3
40175;1042712;9;3
40175;229900;7;9
40175;394479;8;2
40176;788975;7;2
40176;235653;5;7
40176;1078680;7;1
40176;1040107;8;4
40176;229900;8;10
40176;1088126;6;8
40176;544931;8;5
40176;826490;7;4
40176;1002334;8;4
40176;783663;7;2
40176;1013793;7;5
40176;838819;7;7
40177;826490;5;4
40177;229900;8;9
40177;326779;8;10
40177;773912;7;5
40177;394479;8;2
40177;1041119;8;19
40177;812829;6;4
40177;1002334;5;3
40177;1101035;5;35
40177;1004327;7;3
40177;1013793;6;6
40177;1022450;9;3
40177;746596;6;4
40177;544931;9;5
40178;1086543;7;20
40178;826490;9;4
40178;1078680;8;1
40178;723457;8;3
40178;479745;9;2
40178;235653;6;7
40178;229900;7;9
40178;290478;8;2
40178;1013793;6;5
40179;479745;9;2
40179;1088126;7;9
40179;520380;9;3
40179;231776;7;6
40179;394479;9;2
40179;1022450;7;3
40179;812829;9;4
40179;1086543;6;20
40179;235653;6;7
40179;1002334;8;3
40179;1037797;5;6
40179;1004327;9;3
40180;723457;9;2
40180;1096818;8;2
40180;290478;7;2
40180;1051518;9;8
40180;520380;6;3
40180;231776;6;5
40180;1041119;8;19
40180;1078680;6;1
40180;1037797;5;5
40180;746596;6;4
40180;229900;6;9
40180;243083;5;4
40180;544931;8;5
40181;826490;7;4
40181;1037797;9;5
40181;243083;8;4
40181;1051518;5;8
40181;812829;9;4
40181;1040107;8;4
40181;1042712;7;3
40181;544931;8;5
40181;1078680;7;1
40181;773912;7;6
40182;1002334;7;3
40182;1078680;6;1
40182;1096818;8;2
40182;1041119;9;19
40182;783663;9;2
40182;326779;9;10
40182;1037797;6;6
40182;520380;9;3
40182;544931;8;5
40182;723457;5;2
40182;695594;7;14
40183;1041119;9;20
40183;746596;7;4
40183;1002334;7;3
40183;1078680;9;1
40183;235653;7;7
40183;394479;6;2
40183;229900;9;10
40183;695594;8;15
40183;826490;8;4
40183;479745;6;2
40183;544931;5;5
40183;1086543;9;19
40183;783663;9;2
40183;723457;9;3
40184;1051518;9;8
40184;1041119;7;20
40184;1096818;6;2
40184;520380;6;3
40184;1037797;5;6
40184;235653;6;7
40184;746596;5;4
40184;838819;7;7
40184;812829;5;5
40184;1101035;5;35
40184;1042712;6;3
40184;243083;7;4
40185;1042712;7;3
40185;229900;5;9
40185;1096818;5;2
40185;243083;6;5
40185;826490;8;4
40185;695594;6;15
40185;838819;6;7
40185;1013793;6;5
40185;290478;6;3
40185;723457;5;3
40185;1004327;5;3
40186;1051518;8;7
40186;773912;7;5
40186;788975;8;3
40186;243083;8;5
40186;826490;8;4
40186;1013793;7;5
40186;544931;6;5
40186;695594;6;14
40186;326779;8;10
40186;1022450;6;3
40186;783663;8;2
40187;1013793;8;6
40187;1040107;6;4
40187;1041119;9;19
40187;1022450;8;3
40187;1101035;5;34
40187;1002767;7;34
40187;243083;6;5
40187;788975;8;3
40188;229900;8;9
40188;1002334;8;3
40188;695594;8;15
40188;235653;8;7
40188;290478;8;2
40188;838819;7;7
40188;1004327;6;3
40188;1002767;8;34
40188;788975;6;3
40188;479745;5;2
40189;520380;6;3
40189;788975;8;2
40189;1041119;8;19
40189;783663;8;2
40189;1096818;6;2
40189;1101035;7;35
40189;1037797;9;5
40189;826490;8;4
40189;773912;6;6
40189;1042712;9;3
40190;1088126;6;8
40190;826490;8;4
40190;290478;8;3
40190;1037797;8;6
40190;773912;8;5
40190;1086543;9;20
40190;544931;6;5
40190;394479;7;2
40190;1002334;8;3
40190;746596;7;4
40190;231776;9;5
40190;1101035;6;34
40191;826490;9;4
40191;231776;6;5
40191;1002767;8;34
40191;1042712;7;3
40191;1078680;7;1
40191;723457;7;3
40191;788975;9;2
40191;235653;8;7
40191;544931;7;5
40191;326779;8;10
40191;1040107;9;4
40191;838819;6;8
40192;1096818;8;2
40192;1002767;5;34
40192;1013793;6;5
40192;723457;6;3
40192;1037797;5;6
40192;1088126;6;9
40192;1041119;9;19
40192;695594;6;14
40192;1004327;8;2
40192;812829;6;5
40193;479745;8;2
40193;1040107;9;4
40193;290478;7;2
40193;1004327;8;2
40193;783663;8;2
40193;235653;7;7
40193;544931;9;5
40193;746596;7;3
40193;1096818;9;2
40194;812829;7;5
40194;235653;9;7
40194;723457;8;3
40194;231776;7;6
40194;1041119;8;20
40194;1002767;8;35
40194;826490;7;4
40194;1088126;6;8
40194;746596;7;3
40194;838819;5;7
40194;544931;5;5
40194;1022450;6;3
40194;1078680;8;1
40194;1042712;5;3
40195;783663;6;2
40195;1002767;7;34
40195;773912;6;6
40195;1004327;9;2
40195;1022450;7;3
40195;394479;5;2
40195;1101035;8;35
40195;479745;9;2
40195;326779;5;10
40195;235653;5;7
40195;1040107;8;4
40195;1051518;6;8
40196;394479;7;2
40196;231776;5;5
40196;773912;5;6
40196;788975;7;2
40196;1037797;8;6
40196;1040107;5;4
40196;326779;6;9
40196;812829;8;5
40196;290478;6;3
40196;1041119;9;20
40196;544931;7;5
40196;695594;6;15
40196;243083;5;5
40197;544931;8;5
40197;1088126;8;9
40197;746596;7;4
40197;229900;9;10
40197;723457;6;2
40197;773912;6;6
40197;235653;8;7
40197;1022450;7;3
40197;1013793;6;6
40197;1004327;9;2
40197;1078680;5;1
40197;1040107;7;4
40198;479745;5;2
40198;1051518;9;8
40198;235653;7;7
40198;544931;8;5
40198;788975;7;3
40198;1042712;9;3
40198;1037797;6;5
40198;1088126;5;9
40198;1002767;6;34
40199;746596;7;3
40199;1002334;9;4
40199;243083;8;4
40199;1040107;8;4
40199;326779;8;9
40199;783663;8;2
40199;695594;6;14
40199;1022450;5;3
40200;1002767;8;35
40200;695594;9;14
40200;290478;5;3
40200;1096818;6;2
40200;1051518;9;7
40200;1088126;8;9
40200;394479;8;2
40200;812829;6;4
40200;520380;8;3
40201;243083;8;5
40201;1086543;7;20
40201;1088126;9;8
40201;826490;7;4
40201;1078680;6;1
40201;1041119;9;19
40201;1042712;9;3
40201;1002334;6;3
40201;1002767;7;35
40201;326779;6;9
40201;746596;7;3
40201;695594;9;15
40201;723457;6;2
40202;243083;9;5
40202;1088126;6;9
40202;1004327;6;2
40202;520380;9;3
40202;1042712;9;3
40202;231776;8;6
40202;479745;7;2
40202;1096818;5;2
40202;1086543;6;20
40202;1040107;7;4
40202;326779;6;9
40202;746596;6;3
40203;788975;8;3
40203;290478;6;3
40203;1040107;6;4
40203;235653;7;7
40203;1042712;7;3
40203;723457;7;2
40203;1037797;7;5
40203;243083;6;4
40203;394479;6;2
40203;520380;7;3
40203;1004327;8;3
40203;544931;8;5
40203;229900;5;9
40203;1096818;9;2
40204;1002767;9;35
40204;1088126;8;8
40204;1041119;7;20
40204;1051518;8;8
40204;826490;5;4
40204;231776;6;6
40204;812829;6;4
40204;235653;6;7
40204;838819;6;7
40204;520380;6;3
40204;1037797;7;6
40204;1078680;9;1
40205;479745;8;2
40205;520380;6;3
40205;788975;8;2
40205;1037797;8;6
40205;1041119;7;20
40205;1096818;8;2
40205;1013793;8;6
40205;1022450;7;3
40206;229900;9;10
40206;1096818;9;2
40206;723457;9;2
40206;544931;6;5
40206;243083;8;5
40206;812829;7;5
40206;290478;7;3
40206;235653;6;7
40206;746596;7;4
40206;326779;8;9
40206;394479;6;2
40207;243083;5;5
40207;788975;5;3
40207;812829;6;4
40207;1042712;8;3
40207;544931;6;5
40207;1037797;8;6
40207;1002767;6;34
40207;235653;7;7
40207;826490;8;4
40208;235653;9;7
40208;520380;7;3
40208;1041119;5;20
40208;1088126;7;8
40208;746596;7;3
40208;1040107;6;4
40208;1013793;5;5
40208;788975;8;2
40208;1037797;7;6
40208;1051518;7;7
40208;231776;9;5
40208;1002767;7;34
40208;812829;8;5
40209;479745;7;2
40209;231776;8;5
40209;394479;8;2
40209;826490;9;4
40209;1041119;6;19
40209;243083;5;4
40209;1022450;7;3
40209;773912;7;6
40209;1078680;8;1
40209;1037797;8;5
40209;1096818;5;2
40209;290478;9;3
40210;1051518;8;7
40210;1101035;6;35
40210;1037797;6;5
40210;695594;5;14
40210;1078680;6;1
40210;1042712;8;3
40210;1002334;7;3
40210;243083;8;4
40210;479745;8;2
40210;326779;5;10
40211;1086543;7;20
40211;1022450;7;3
40211;1096818;9;2
40211;520380;8;3
40211;1088126;5;9
40211;1002334;8;3
40211;235653;7;7
40211;1101035;7;34
40211;1040107;9;4
40211;394479;8;2
40211;544931;7;5
40211;838819;9;7
40211;229900;8;10
40212;1042712;6;3
40212;1037797;8;6
40212;788975;5;2
40212;1040107;7;4
40212;544931;6;5
40212;773912;8;6
40212;1022450;7;3
40212;1002767;9;35
40212;838819;5;7
40213;1042712;6;3
40213;1040107;7;4
40213;1088126;8;9
40213;229900;7;9
40213;544931;7;5
40213;290478;8;2
40213;1022450;7;3
40213;1078680;8;1
40213;826490;6;4
40213;1051518;5;8
40213;394479;8;2
40214;1022450;7;3
40214;1040107;9;4
40214;812829;7;4
40214;826490;7;4
40214;1041119;7;19
40214;695594;6;14
40214;243083;8;4
40214;1101035;6;35
40214;1042712;5;3
40214;520380;8;3
40215;231776;6;5
40215;1096818;6;2
40215;1037797;8;6
40215;544931;9;5
40215;723457;7;2
40215;1088126;8;8
40215;695594;6;15
40215;783663;5;2
40215;243083;7;5
40215;479745;6;2
40215;1051518;8;8
40215;1002334;6;4
40216;788975;7;3
40216;1002334;7;4
40216;231776;9;5
40216;826490;6;4
40216;1004327;6;2
40216;1096818;8;2
40216;394479;7;2
40216;1051518;6;7
40216;695594;7;15
