numero;codigo_produto;quantidade;preco
37233;1041119;7;20
37233;394479;5;2
37233;1040107;6;4
37233;723457;9;3
37233;838819;9;7
37233;1078680;8;1
37233;1004327;6;2
37233;1096818;6;2
37233;290478;9;3
37233;1088126;8;8
37233;773912;6;6
37234;1051518;9;7
37234;544931;8;5
37234;290478;7;3
37234;1078680;8;1
37234;773912;7;5
37234;1096818;6;2
37234;1040107;5;4
37234;788975;6;3
37234;520380;7;3
37234;394479;6;2
37234;695594;7;15
37235;783663;6;2
37235;1051518;8;8
37235;544931;7;5
37235;243083;9;4
37235;326779;7;9
37235;695594;6;14
37235;235653;9;7
37235;479745;9;2
37235;723457;7;2
37236;1088126;7;8
37236;1101035;7;34
37236;1078680;8;1
37236;1004327;9;3
37236;788975;6;2
37236;1013793;7;5
37236;1096818;7;2
37236;520380;7;3
37236;1086543;8;19
37236;1002767;8;35
37236;544931;7;5
37236;695594;8;15
37236;1040107;8;4
37236;812829;7;4
37237;231776;6;6
37237;326779;8;9
37237;1004327;5;2
37237;788975;5;3
37237;1078680;7;1
37237;1002767;5;35
37237;229900;9;10
37237;479745;7;2
37237;1013793;7;5
37238;826490;6;4
37238;1037797;7;6
37238;695594;5;14
37238;773912;6;5
37238;243083;7;4
37238;746596;9;4
37238;812829;6;4
37238;1051518;7;7
37239;746596;7;3
37239;1101035;8;34
37239;544931;6;5
37239;326779;5;10
37239;1078680;8;1
37239;1013793;5;6
37239;695594;8;14
37239;290478;6;3
37240;773912;8;6
37240;243083;8;4
37240;1051518;6;7
37240;1042712;7;3
37240;326779;5;10
37240;394479;7;2
37240;231776;5;5
37240;812829;8;5
37240;788975;8;2
37240;746596;6;3
37240;1037797;6;6
37240;520380;8;3
37240;1002334;8;3
37241;544931;6;5
37241;243083;6;4
37241;812829;8;4
37241;723457;7;2
37241;231776;8;6
37241;1013793;7;6
37241;229900;6;10
37241;1022450;5;3
37241;1078680;8;1
37241;1004327;7;3
37242;1096818;8;2
37242;1086543;7;19
37242;746596;7;3
37242;1042712;6;3
37242;243083;9;5
37242;229900;7;10
37242;723457;6;2
37242;235653;8;7
37243;826490;6;4
37243;723457;5;3
37243;479745;7;2
37243;1037797;5;5
37243;1078680;7;1
37243;1042712;9;3
37243;520380;6;3
37243;783663;8;2
37243;544931;8;5
37243;326779;5;9
37243;788975;8;3
37244;229900;7;9
37244;723457;7;3
37244;1042712;6;3
37244;520380;9;3
37244;746596;9;3
37244;1101035;7;35
37244;812829;7;5
37244;1040107;9;4
37244;394479;7;2
37244;231776;7;6
37244;243083;7;5
37244;1088126;7;8
37244;695594;9;14
37245;1041119;8;20
37245;773912;9;6
37245;695594;7;15
37245;1002767;5;34
37245;1086543;8;20
37245;479745;7;2
37245;1078680;8;1
37245;1002334;7;3
37245;1040107;9;4
37246;1088126;8;9
37246;1042712;6;3
37246;1002334;9;3
37246;326779;5;10
37246;1051518;9;8
37246;231776;7;5
37246;394479;6;2
37246;788975;8;2
37246;746596;7;4
37246;520380;9;3
37246;783663;6;2
37246;229900;7;10
37247;1037797;8;5
37247;746596;6;3
37247;326779;6;10
37247;788975;6;3
37247;1041119;9;19
37247;1004327;6;2
37247;520380;6;3
37247;229900;9;10
37247;1042712;6;3
37247;544931;6;5
37247;812829;6;5
37247;1002767;7;34
37247;231776;6;6
37248;235653;7;7
37248;1078680;5;1
37248;826490;5;4
37248;1040107;8;4
37248;773912;8;5
37248;1096818;6;2
37248;1101035;6;34
37248;695594;8;15
37248;1002767;7;34
37248;290478;5;2
37248;229900;6;9
37248;838819;5;7
37248;1042712;6;3
37249;520380;7;3
37249;1088126;7;8
37249;695594;7;14
37249;746596;8;4
37249;479745;7;2
37249;229900;8;10
37249;826490;8;4
37249;544931;7;5
37250;812829;7;4
37250;520380;7;3
37250;695594;6;14
37250;783663;8;2
37250;479745;7;2
37250;235653;8;7
37250;1051518;8;7
37250;788975;6;2
37250;746596;8;4
37250;544931;7;5
37250;1096818;5;2
37251;243083;5;5
37251;1037797;7;6
37251;1051518;7;8
37251;1096818;8;2
37251;1078680;6;1
37251;229900;6;9
37251;235653;7;7
37251;1086543;7;20
37251;826490;5;4
37251;783663;7;2
37251;1022450;7;3
37252;243083;8;4
37252;1088126;5;8
37252;746596;7;4
37252;520380;5;3
37252;788975;7;2
37252;1041119;8;19
37252;1096818;8;2
37252;773912;5;6
37252;1042712;8;3
37252;838819;8;7
37253;1040107;6;4
37253;1002767;9;34
37253;243083;9;4
37253;1088126;8;9
37253;1037797;8;6
37253;479745;7;2
37253;723457;8;3
37253;1042712;7;3
37253;1041119;5;19
37254;394479;5;2
37254;243083;7;4
37254;812829;5;5
37254;1042712;7;3
37254;1088126;5;9
37254;746596;7;3
37254;783663;8;2
37254;1101035;5;34
37254;1096818;7;2
37254;723457;7;3
37254;479745;5;2
37255;1040107;5;4
37255;1041119;8;19
37255;783663;8;2
37255;773912;5;6
37255;290478;8;3
37255;1101035;8;35
37255;1002767;7;34
37255;1088126;8;8
37256;1004327;8;3
37256;788975;7;3
37256;1037797;7;5
37256;812829;5;4
37256;1101035;6;34
37256;1022450;8;3
37256;1078680;9;1
37256;544931;7;5
37256;243083;6;4
37256;1013793;8;6
37256;1042712;5;3
37256;773912;5;5
37256;235653;9;7
37256;783663;6;2
37257;235653;8;7
