numero;codigo_produto;quantidade;preco
5637;544931;7;5
5637;326779;6;10
5637;1002767;5;35
5637;1022450;7;3
5637;1101035;9;34
5637;1037797;7;5
5637;723457;6;3
5637;1040107;6;4
5637;1004327;6;3
5637;479745;8;2
5637;243083;9;4
5637;695594;6;14
5638;479745;8;2
5638;1088126;7;8
5638;520380;8;3
5638;235653;8;7
5638;812829;6;4
5638;1002334;9;3
5638;773912;7;5
5638;783663;5;2
5639;773912;7;5
5639;1013793;8;5
5639;1002334;7;4
5639;1004327;6;3
5639;231776;7;6
5639;479745;8;2
5639;695594;7;14
5639;1037797;9;6
5640;235653;6;7
5640;1013793;7;5
5640;826490;7;4
5640;326779;7;9
5640;1040107;5;4
5640;773912;6;6
5640;1022450;6;3
5640;479745;6;2
5640;723457;9;2
5640;1088126;8;8
5640;695594;6;14
5640;1096818;6;2
5640;1037797;8;5
5641;1096818;7;2
5641;812829;7;5
5641;783663;8;2
5641;231776;6;6
5641;1101035;7;35
5641;229900;7;10
5641;773912;9;5
5641;1051518;7;8
5641;1040107;8;4
5641;788975;8;3
5642;1037797;7;5
5642;1040107;6;4
5642;231776;5;5
5642;229900;8;9
5642;544931;6;5
5642;1013793;7;5
5642;1041119;6;19
5642;290478;6;3
5642;826490;6;4
5642;1022450;8;3
5642;695594;6;15
5642;1101035;8;34
5643;1004327;6;3
5643;1040107;8;4
5643;1101035;8;34
5643;1002767;8;34
5643;231776;8;6
5643;826490;8;4
5643;1013793;9;5
5643;1078680;8;1
5643;243083;8;5
5644;826490;6;4
5644;723457;8;3
5644;235653;9;7
5644;746596;8;3
5644;1037797;5;5
5644;1051518;9;7
5644;1002767;8;34
5644;1004327;9;2
5644;838819;5;7
5644;229900;7;9
5644;773912;6;6
5644;520380;7;3
5644;243083;8;4
5644;1088126;7;8
5645;544931;7;5
5645;235653;8;7
5645;1086543;6;19
5645;1051518;8;8
5645;773912;9;6
5645;1037797;5;6
5645;838819;9;8
5645;1096818;7;2
5645;520380;7;3
5645;1041119;6;20
5646;1096818;9;2
5646;773912;6;6
5646;1002767;7;34
5646;1037797;7;6
5646;1040107;9;4
5646;1004327;8;3
5646;1041119;8;19
5646;1101035;8;35
5646;695594;7;15
5646;229900;8;9
5647;783663;8;2
5647;723457;6;3
5647;1040107;6;4
5647;1004327;9;2
5647;1037797;6;5
5647;290478;5;3
5647;1002767;8;34
5647;1042712;7;3
5647;326779;6;9
5647;544931;6;5
5647;231776;8;5
5648;1004327;7;3
5648;1051518;7;7
5648;1096818;6;2
5648;783663;5;2
5648;1022450;5;3
5648;826490;6;4
5648;229900;8;10
5648;544931;6;5
5648;394479;5;2
5648;1041119;5;20
5648;1037797;8;6
5648;1040107;7;4
5648;290478;7;2
5648;479745;9;2
5649;788975;7;2
5649;235653;6;7
5649;1086543;7;19
5649;812829;6;5
5649;723457;7;2
5649;1022450;7;3
5649;783663;5;2
5649;1042712;7;3
5649;229900;7;9
5650;1022450;9;3
5650;235653;9;7
5650;290478;6;3
5650;723457;6;3
5650;788975;9;3
5650;773912;6;5
5650;544931;9;5
5650;1042712;8;3
5650;229900;6;9
5651;1086543;5;19
5651;1101035;6;35
5651;520380;8;3
5651;235653;7;7
5651;1042712;5;3
5651;1013793;5;5
5651;788975;7;2
5651;290478;6;3
5651;1041119;6;19
5651;479745;9;2
5651;723457;8;2
5652;1096818;6;2
5652;229900;9;9
5652;812829;5;5
5652;1078680;7;1
5652;394479;5;2
5652;1088126;8;8
5652;520380;6;3
5652;783663;6;2
5652;326779;7;9
5653;1041119;8;20
5653;479745;6;2
5653;746596;6;3
5653;723457;7;3
5653;1040107;5;4
5653;812829;7;5
5653;788975;8;2
5653;290478;7;3
5653;544931;9;5
5653;838819;8;8
5653;1101035;9;35
5653;1096818;9;2
5654;1086543;7;20
5654;695594;6;14
5654;290478;7;3
5654;1022450;9;3
5654;783663;7;2
5654;788975;6;3
5654;1088126;5;9
5654;1004327;8;2
5655;1051518;7;7
5655;479745;6;2
5655;783663;5;2
5655;826490;8;4
5655;788975;5;3
5655;1041119;7;19
5655;1101035;7;35
5655;812829;5;5
5655;1022450;8;3
5656;235653;9;7
5656;1042712;6;3
5656;1041119;9;19
5656;326779;5;10
5656;1022450;8;3
5656;695594;8;14
5656;1040107;7;4
5656;479745;8;2
5656;746596;8;4
5657;544931;5;5
5657;1037797;7;5
5657;1004327;7;2
5657;1042712;8;3
5657;231776;8;6
5657;243083;6;5
5657;1101035;5;35
5657;1096818;8;2
5657;1022450;6;3
5657;723457;5;3
5658;520380;8;3
5658;1037797;7;5
5658;723457;8;2
5658;479745;8;2
5658;812829;5;4
5658;1002767;5;35
5658;231776;7;5
5658;235653;9;7
5659;1037797;9;6
5659;231776;8;5
5659;746596;8;3
5659;1086543;7;20
5659;723457;6;3
5659;1022450;7;3
5659;773912;8;5
5659;1051518;6;7
5659;479745;6;2
5659;1078680;7;1
5659;1041119;9;19
5660;1078680;6;1
5660;231776;8;5
5660;1002767;6;35
5660;290478;6;3
5660;235653;8;7
5660;1037797;5;5
5660;479745;7;2
5660;1088126;9;8
5660;520380;7;3
5660;1086543;7;20
5660;826490;9;4
5660;326779;7;10
5661;479745;6;2
5661;1042712;8;3
5661;544931;6;5
5661;243083;6;4
5661;838819;6;8
5661;773912;7;6
5661;520380;6;3
5661;1004327;5;2
5661;1096818;7;2
5661;235653;7;7
5661;1078680;5;1
5662;1078680;7;1
5662;229900;7;9
5662;773912;6;5
5662;520380;8;3
5662;695594;6;15
