numero;codigo_produto;quantidade;preco
16095;1086543;7;19
16095;746596;9;3
16095;520380;9;3
16095;479745;6;2
16095;1002334;6;3
16095;290478;5;2
16095;1101035;9;35
16095;1004327;7;3
16095;231776;8;6
16095;1037797;6;5
16096;1041119;9;19
16096;231776;7;6
16096;243083;7;4
16096;229900;7;9
16096;1022450;8;3
16096;1002767;8;34
16096;1096818;5;2
16096;826490;7;4
16096;235653;9;7
16096;788975;6;3
16096;326779;8;10
16096;479745;8;2
16096;773912;8;5
16096;838819;6;8
16097;1051518;8;8
16097;838819;9;8
16097;1013793;6;5
16097;812829;8;4
16097;544931;6;5
16097;1086543;6;19
16097;1078680;8;1
16097;1042712;5;3
16097;1101035;7;34
16098;783663;7;2
16098;1086543;8;20
16098;1088126;8;8
16098;231776;9;5
16098;520380;7;3
16098;1040107;7;4
16098;1051518;7;8
16098;1037797;7;6
16098;1004327;8;2
16098;544931;5;5
16098;773912;8;6
16098;1101035;7;35
16098;1002767;6;35
16098;812829;6;5
16099;1042712;9;3
16099;1022450;7;3
16099;1088126;8;8
16099;229900;6;9
16099;1096818;6;2
16099;479745;6;2
16099;544931;9;5
16099;1051518;6;7
16100;1041119;5;20
16100;1096818;6;2
16100;1042712;8;3
16100;1004327;8;3
16100;723457;8;3
16100;290478;7;2
16100;479745;6;2
16100;1086543;8;20
16100;788975;8;2
16100;520380;6;3
16100;1051518;7;7
16100;746596;7;3
16100;1040107;6;4
16101;229900;9;9
16101;1002767;5;34
16101;1051518;8;8
16101;746596;8;4
16101;231776;7;6
16101;235653;5;7
16101;326779;8;9
16101;1037797;7;6
16101;479745;7;2
16101;1022450;8;3
16101;1042712;8;3
16101;1086543;7;20
16101;1096818;9;2
16102;783663;7;2
16102;479745;8;2
16102;231776;5;6
16102;1086543;6;20
16102;1088126;7;9
16102;326779;8;9
16102;695594;6;14
16102;1022450;6;3
16102;1013793;6;6
16102;1004327;9;2
16102;812829;8;4
16103;812829;7;5
16103;783663;9;2
16103;1088126;9;9
16103;746596;7;4
16103;1022450;8;3
16103;1002767;8;34
16103;229900;7;10
16103;1096818;6;2
16103;1040107;6;4
16103;838819;6;7
16103;1078680;7;1
16103;1086543;8;19
16104;1101035;5;34
16104;723457;5;3
16104;1078680;7;1
16104;1086543;8;20
16104;695594;5;14
