numero;codigo_produto;quantidade;preco
10000;229900;6;10
10000;783663;8;2
10000;1086543;8;20
10000;1002767;7;35
10000;1013793;6;5
10000;544931;5;5
10000;1022450;6;3
10000;723457;8;3
10000;1096818;5;2
10000;838819;7;7
10000;394479;5;2
10000;479745;7;2
10001;695594;6;15
10001;235653;6;7
10001;544931;7;5
10001;723457;8;2
10001;243083;7;5
10001;1037797;7;6
10001;1101035;6;34
10001;520380;7;3
10001;773912;6;5
10001;788975;8;3
10002;229900;8;10
10002;235653;9;7
10002;695594;7;14
10002;1002767;9;34
10002;326779;8;9
10002;783663;7;2
10002;1002334;7;3
10002;1040107;6;4
10002;1022450;8;3
10002;723457;7;3
10002;1101035;9;34
10003;1004327;7;2
10003;1037797;9;5
10003;326779;5;9
10003;1078680;6;1
10003;544931;8;5
10003;231776;7;6
10003;826490;8;4
10003;773912;8;6
10004;695594;9;15
10004;773912;8;6
10004;1022450;7;3
10004;479745;8;2
10004;231776;9;5
10004;788975;7;3
10004;1051518;9;8
10004;783663;8;2
10004;520380;5;3
10004;723457;7;3
10004;1002767;6;35
10004;1096818;8;2
10004;1004327;7;2
10005;544931;7;5
10005;243083;6;4
10005;1037797;5;6
10005;695594;8;15
10005;479745;8;2
10005;394479;6;2
10005;1096818;8;2
10005;1078680;9;1
10005;746596;7;4
10006;243083;7;4
10006;229900;8;10
10006;326779;5;10
10006;1086543;6;19
10006;231776;6;5
10006;812829;5;5
10006;235653;6;7
10006;1002334;7;3
10006;788975;6;3
10006;544931;5;5
10007;773912;8;6
10007;235653;5;7
10007;520380;5;3
10007;1002767;6;34
10007;1051518;5;7
10007;1088126;7;9
10007;243083;6;4
10007;231776;7;5
10007;1040107;6;4
10007;1078680;9;1
10007;826490;8;4
10008;235653;5;7
10008;229900;7;9
10008;783663;6;2
10008;1088126;8;8
10008;1037797;8;5
10008;746596;6;4
10008;773912;8;5
10008;1013793;8;6
10009;1051518;7;8
10009;290478;5;3
10009;783663;7;2
10009;1040107;6;4
10009;773912;5;6
10009;1078680;5;1
10009;326779;8;10
10009;1004327;8;2
10009;1086543;6;19
10009;394479;7;2
10009;231776;7;6
10009;1088126;8;9
10009;838819;5;7
10009;1002767;8;35
10010;838819;5;7
10010;1096818;8;2
10010;1002767;6;35
10010;243083;6;5
10010;1101035;9;35
10010;723457;6;3
10010;394479;6;2
10010;826490;7;4
10010;783663;5;2
10010;773912;8;5
10011;746596;6;3
10011;544931;6;5
10011;1051518;6;7
10011;520380;8;3
10011;1037797;8;6
10011;326779;5;9
10011;1022450;7;3
10011;290478;6;2
10011;812829;5;5
10011;1004327;7;2
10012;1101035;7;35
10012;1088126;8;8
10012;1041119;5;20
10012;1013793;8;6
10012;520380;6;3
10012;1002767;7;35
10012;723457;5;2
10012;1096818;6;2
10012;1040107;7;4
10012;826490;6;4
10013;723457;8;3
10013;1086543;7;20
10013;1088126;8;9
10013;746596;6;3
10013;773912;5;5
10013;520380;6;3
10013;838819;9;7
10013;1013793;5;5
10013;1004327;5;3
10013;394479;8;2
10013;826490;7;4
10014;1041119;6;19
10014;1096818;6;2
10014;1040107;6;4
10014;826490;8;4
10014;1086543;7;20
10014;783663;8;2
10014;1078680;6;1
10014;1037797;6;6
10014;1022450;9;3
10014;1042712;6;3
10014;1088126;5;8
10014;394479;5;2
10015;1013793;8;6
10015;231776;7;6
10015;783663;6;2
10015;290478;7;3
10015;326779;5;9
10015;394479;7;2
10015;1078680;7;1
10015;1041119;9;19
10015;826490;6;4
10016;544931;9;5
10016;1086543;6;19
10016;290478;8;3
10016;231776;6;5
10016;1013793;9;5
10016;1051518;5;8
10016;1041119;6;20
10016;1042712;9;3
10016;394479;5;2
10016;1040107;5;4
10016;520380;7;3
10016;326779;8;10
10017;326779;5;10
10017;773912;8;5
10017;1004327;7;2
10017;1096818;6;2
10017;1002767;7;34
10017;1088126;5;8
10017;520380;6;3
10017;788975;5;2
10018;1086543;5;20
10018;1004327;5;2
10018;544931;9;5
10018;1088126;8;8
10018;826490;7;4
10018;326779;8;9
10018;1040107;8;4
10018;394479;8;2
10018;1078680;5;1
10018;1013793;8;5
10018;783663;7;2
10019;1101035;9;35
10019;826490;8;4
10019;1004327;5;2
10019;1041119;8;19
10019;394479;5;2
10019;1096818;6;2
10019;1013793;8;5
10019;1002334;9;3
10019;231776;7;5
10019;723457;5;2
10019;1040107;5;4
10019;520380;5;3
10020;1041119;9;19
10020;520380;6;3
10020;1013793;6;6
10020;812829;9;4
10020;394479;6;2
10020;788975;6;3
10020;1002334;5;4
10020;1096818;6;2
10020;1004327;9;2
10020;1088126;6;8
10020;746596;6;4
10020;1040107;6;4
10020;783663;5;2
10020;695594;6;14
10021;290478;8;2
10021;1088126;6;9
10021;1013793;5;5
10021;746596;9;4
10021;1086543;8;20
10021;231776;8;5
10021;1004327;7;3
10021;1096818;7;2
10021;1002767;8;34
10021;1037797;9;6
10021;812829;8;5
10022;1101035;6;35
10022;1051518;5;8
10022;773912;6;5
10022;1078680;7;1
10022;1004327;6;2
10022;826490;7;4
10022;479745;7;2
10022;1042712;9;3
10022;812829;9;4
10022;1096818;9;2
10022;783663;6;2
10022;1002767;8;35
10023;1041119;9;20
10023;229900;7;9
10023;1096818;7;2
10023;1042712;8;3
10023;1088126;7;8
10023;812829;7;4
10023;1037797;7;6
10023;1040107;5;4
10023;394479;7;2
10023;1078680;7;1
10023;1002767;5;34
10024;838819;6;7
10024;773912;7;5
10024;290478;9;2
10024;1041119;6;19
10024;1101035;9;34
10024;723457;9;3
10024;826490;5;4
10024;235653;7;7
10024;243083;6;4
10024;1013793;8;6
10024;1022450;6;3
10024;520380;7;3
10025;1022450;8;3
10025;231776;8;5
10025;544931;8;5
10025;1040107;7;4
10025;290478;7;3
10025;394479;8;2
10025;1086543;6;19
10025;1013793;8;5
10025;838819;8;7
10026;1078680;6;1
10026;520380;9;3
10026;826490;7;4
10026;1088126;8;9
10026;394479;5;2
10026;290478;7;2
10026;1096818;5;2
10026;229900;5;10
10026;326779;8;10
10027;544931;7;5
10027;1086543;9;20
10027;1004327;9;3
10027;290478;7;2
10027;394479;7;2
10027;1037797;7;5
10027;695594;7;15
10027;812829;5;5
10028;812829;9;4
10028;746596;9;3
10028;231776;8;5
10028;394479;6;2
10028;290478;7;2
10028;773912;6;5
10028;1101035;6;34
10028;326779;8;9
10028;235653;5;7
10028;229900;8;9
10028;520380;6;3
10028;1004327;6;2
10029;1013793;8;6
10029;544931;6;5
10029;394479;8;2
10029;235653;6;7
10029;1086543;8;19
10029;479745;7;2
10029;723457;6;3
10029;1002767;8;34
10029;290478;6;2
10029;812829;6;5
10029;783663;7;2
10030;1042712;7;3
10030;1096818;7;2
10030;394479;6;2
10030;695594;6;14
10030;1051518;5;7
10030;1022450;7;3
10030;1004327;8;3
10030;1040107;6;4
10030;1101035;7;34
10030;1037797;9;6
10030;1041119;6;19
10030;788975;7;2
10031;1101035;6;35
10031;520380;9;3
10031;1002334;6;3
10031;243083;9;5
10031;1096818;6;2
10031;229900;6;9
10031;838819;8;8
10031;235653;7;7
10031;1078680;6;1
10031;1004327;7;3
10031;723457;8;3
10032;838819;7;7
10032;394479;6;2
10032;1078680;6;1
10032;1040107;6;4
10032;1022450;6;3
10032;746596;7;3
10032;290478;5;2
