numero;codigo_produto;quantidade;preco
27575;326779;8;9
27575;1088126;6;8
27575;479745;6;2
27575;1022450;8;3
27575;812829;7;5
27575;290478;9;2
27575;1002334;5;3
27575;229900;8;10
27575;783663;9;2
27575;1051518;8;8
27575;231776;6;5
27576;479745;9;2
27576;235653;7;7
27576;243083;8;4
27576;394479;5;2
27576;231776;7;6
27576;1086543;8;19
27576;544931;8;5
27576;1096818;7;2
27577;231776;8;6
27577;544931;6;5
27577;1013793;7;6
27577;1037797;8;6
27577;838819;6;8
27577;826490;9;4
27577;1040107;7;4
27577;1041119;7;20
27577;394479;7;2
27577;1042712;9;3
27577;229900;6;10
27577;773912;9;5
27577;723457;8;3
27578;1004327;9;2
27578;1078680;5;1
27578;1041119;6;19
27578;1040107;8;4
27578;544931;7;5
27578;479745;6;2
27578;1096818;6;2
27578;783663;8;2
27579;773912;7;5
27579;231776;7;5
27579;1088126;9;9
27579;746596;5;3
27579;394479;9;2
27579;826490;7;4
27579;695594;5;14
27579;1101035;8;34
27579;1022450;8;3
27579;1096818;7;2
27580;788975;7;2
27580;326779;8;9
27580;1022450;5;3
27580;1101035;6;35
27580;394479;8;2
27580;1042712;6;3
27580;1004327;6;3
27580;1002334;6;4
27580;783663;8;2
27580;235653;7;7
27580;746596;8;3
27580;1078680;7;1
27581;1042712;5;3
27581;479745;7;2
27581;773912;8;6
27581;544931;5;5
27581;788975;8;3
27581;1022450;5;3
27581;1086543;7;19
27581;783663;6;2
27581;290478;5;2
27581;1051518;8;8
27581;231776;8;5
27581;326779;9;9
27582;746596;5;3
27582;229900;6;10
27582;235653;6;7
27582;1096818;9;2
27582;544931;8;5
27582;695594;7;15
27582;1004327;5;2
27582;826490;5;4
27582;520380;8;3
27583;783663;7;2
27583;520380;7;3
27583;1088126;8;8
27583;394479;8;2
27583;1002767;6;34
27583;826490;8;4
27583;1101035;7;34
27583;1042712;8;3
27583;788975;7;2
27583;1041119;8;19
27583;773912;6;5
27583;1078680;6;1
27584;1041119;7;19
27584;544931;6;5
27584;235653;7;7
27584;290478;6;3
27584;1096818;8;2
27584;1022450;7;3
27584;812829;6;5
27584;394479;6;2
27584;229900;6;10
27584;326779;7;10
27584;1042712;6;3
27584;746596;5;4
27584;695594;7;15
27585;479745;5;2
27585;1041119;8;19
27585;1040107;9;4
27585;723457;6;3
27585;746596;7;4
27585;1037797;7;6
27585;1078680;9;1
27585;235653;6;7
27585;788975;8;3
27585;1096818;8;2
27585;520380;6;3
27585;826490;6;4
27585;1088126;9;8
27585;773912;6;5
27586;1042712;5;3
27586;1037797;6;6
27586;231776;7;5
27586;1096818;6;2
27586;773912;9;6
27586;783663;8;2
27586;394479;8;2
27586;290478;8;2
27586;544931;8;5
27586;326779;8;10
27586;812829;6;5
27586;1086543;8;19
27587;1040107;6;4
27587;723457;7;2
27587;1022450;5;3
27587;290478;6;2
27587;479745;7;2
27587;838819;8;8
27587;783663;8;2
27587;695594;8;15
27587;1013793;6;5
27587;1051518;6;7
27587;1096818;6;2
27588;1041119;8;20
27588;520380;7;3
27588;1088126;7;8
27588;723457;7;3
27588;746596;8;3
27588;1022450;7;3
27588;544931;8;5
27588;394479;8;2
27588;479745;8;2
27588;1004327;7;2
27588;1051518;6;7
27588;812829;8;4
27588;1078680;7;1
27589;826490;6;4
27589;773912;9;6
27589;231776;7;6
27589;1037797;6;6
27589;746596;6;4
27589;812829;6;5
27589;1004327;5;2
27589;479745;8;2
27589;520380;6;3
27589;326779;6;10
27589;243083;5;4
27589;544931;7;5
27590;695594;9;15
27590;788975;6;3
27590;1042712;7;3
27590;231776;6;5
