numero;codigo_produto;quantidade;preco
59910;1086543;6;20
59910;520380;8;3
59910;1042712;6;3
59910;1022450;6;3
59910;1096818;8;2
59910;695594;8;14
59910;1078680;8;1
59910;1002767;5;34
59910;1004327;6;2
59910;394479;6;2
59910;723457;7;3
59911;695594;7;15
59911;520380;9;3
59911;788975;8;3
59911;838819;5;7
59911;1101035;8;34
59911;783663;8;2
59911;826490;9;4
59911;479745;7;2
59911;1002334;5;4
59911;1078680;6;1
59911;290478;6;2
59912;812829;5;4
59912;231776;6;6
59912;1096818;6;2
59912;544931;8;5
59912;1051518;7;7
59912;1022450;5;3
59912;783663;7;2
59912;1078680;8;1
59912;695594;6;15
59912;1002767;6;34
59913;326779;7;10
59913;1037797;7;5
59913;479745;6;2
59913;1042712;7;3
59913;235653;7;7
59913;1040107;9;4
59913;1051518;8;7
59913;1088126;6;8
59913;723457;6;2
59913;1041119;8;19
59913;544931;6;5
59913;290478;8;2
59913;520380;7;3
59914;1086543;6;19
59914;1088126;7;9
59914;394479;9;2
59914;1002767;7;35
59914;746596;9;4
59914;1078680;7;1
59914;544931;9;5
59914;229900;7;9
59914;1040107;6;4
59914;520380;9;3
59914;1022450;7;3
59914;783663;5;2
59914;479745;8;2
59915;1004327;6;2
59915;1042712;7;3
59915;1078680;7;1
59915;479745;8;2
59915;1022450;8;3
59915;1002767;6;35
59915;746596;6;4
59915;229900;9;9
59915;243083;7;4
59915;1088126;8;9
59915;235653;9;7
59915;1051518;8;8
59916;520380;7;3
59916;479745;6;2
59916;1037797;5;5
59916;788975;8;2
59916;544931;8;5
59916;826490;7;4
59916;326779;8;10
59916;773912;7;6
59916;243083;9;5
59916;746596;7;3
59916;1088126;8;9
59917;1042712;6;3
59917;1078680;5;1
59917;1040107;9;4
59917;746596;9;4
59917;783663;7;2
59917;1002334;7;4
59917;1088126;6;9
59917;773912;7;5
59918;231776;6;5
59918;1004327;7;2
59918;1040107;8;4
59918;520380;8;3
59918;1042712;8;3
59918;1088126;6;9
59918;290478;9;3
59918;746596;5;3
59918;243083;7;5
59918;1041119;9;20
59918;773912;8;5
59918;544931;8;5
59919;1002334;5;4
59919;1078680;5;1
59919;479745;5;2
59919;394479;6;2
59919;1042712;7;3
59919;1096818;6;2
59919;243083;7;4
59919;826490;9;4
59919;1004327;5;3
59919;520380;7;3
59919;290478;6;2
59919;235653;7;7
59919;812829;6;5
59919;788975;7;2
59920;1040107;6;4
59920;773912;8;5
59920;826490;9;4
59920;290478;8;2
59920;1051518;6;8
59920;838819;6;8
59920;479745;8;2
59920;1022450;8;3
59921;229900;8;9
59921;520380;7;3
59921;1013793;7;5
59921;394479;9;2
59921;1051518;7;8
59921;773912;6;5
59921;1004327;8;2
59921;1002334;5;4
59922;231776;8;6
59922;479745;6;2
59922;812829;6;5
59922;783663;7;2
59922;243083;6;4
59922;1037797;5;6
59922;1051518;7;7
59922;1096818;6;2
59923;1051518;6;7
59923;1101035;5;34
59923;1040107;5;4
59923;783663;6;2
59923;695594;5;15
59923;1041119;9;20
59923;229900;7;9
59923;1013793;9;6
59923;235653;8;7
59923;290478;6;2
59923;812829;7;5
59923;1086543;8;20
59924;1013793;7;5
59924;326779;6;9
59924;723457;7;3
59924;1002334;8;3
59924;746596;8;4
59924;1041119;6;19
59924;1086543;9;20
59924;1037797;6;6
59924;788975;6;3
59924;229900;6;9
59924;1022450;7;3
59925;1041119;6;20
59925;520380;8;3
59925;1022450;9;3
59925;326779;8;9
59925;1096818;5;2
59925;1013793;6;6
59925;1086543;7;19
59925;544931;5;5
59925;746596;5;3
59926;695594;5;14
59926;1042712;7;3
59926;1096818;7;2
59926;1051518;8;7
59926;229900;9;9
59926;1002767;5;35
59926;520380;6;3
59926;1088126;9;9
59926;1002334;7;3
59926;231776;8;5
59927;1042712;9;3
59927;1022450;9;3
59927;544931;6;5
59927;826490;8;4
59927;229900;6;9
59927;812829;7;5
59927;1041119;7;19
59927;235653;8;7
59927;746596;6;3
59927;723457;9;3
59928;788975;8;3
59928;826490;6;4
59928;229900;5;10
59928;783663;8;2
59928;231776;7;6
59928;1040107;7;4
59928;1096818;6;2
59928;1002767;8;34
59928;1013793;7;5
59929;1051518;7;8
59929;1002334;5;4
59929;243083;8;4
59929;1086543;8;20
59929;788975;6;2
59929;1013793;6;6
59929;1078680;7;1
59929;1101035;8;34
59929;723457;6;3
59930;826490;7;4
59930;1051518;8;7
59930;746596;6;3
59930;326779;7;9
59930;1086543;8;20
59930;1002767;8;34
59930;394479;7;2
59930;783663;7;2
59930;235653;9;7
59931;1101035;7;35
59931;1037797;8;5
