numero;codigo_produto;quantidade;preco
48647;231776;9;5
48647;290478;7;2
48647;1002334;8;4
48647;1088126;5;9
48647;1078680;8;1
48647;1041119;6;20
48647;326779;6;10
48647;1013793;9;6
48647;544931;7;5
48647;1002767;7;34
48647;479745;5;2
48647;1037797;9;5
48647;746596;5;3
48647;695594;8;15
48648;773912;6;6
48648;1051518;7;7
48648;1004327;8;3
48648;723457;8;3
48648;229900;8;9
48648;1022450;6;3
48648;243083;6;4
48648;783663;7;2
48648;1086543;5;19
48649;723457;7;2
48649;1022450;6;3
48649;812829;7;4
48649;544931;7;5
48649;1088126;7;8
48649;1041119;7;19
48649;783663;7;2
48649;695594;7;15
48649;326779;9;9
48649;1002334;9;4
48649;1078680;7;1
48649;229900;6;9
48650;1040107;7;4
48650;838819;6;7
48650;1002334;7;4
48650;229900;6;10
48650;1037797;8;6
48650;243083;9;5
48650;788975;6;2
48650;235653;6;7
48650;1004327;9;3
48651;1041119;7;20
48651;479745;8;2
48651;773912;8;5
48651;1096818;5;2
48651;229900;9;10
48651;1086543;6;20
48651;1022450;5;3
48651;1002767;7;35
48651;326779;8;10
48651;788975;7;3
48651;243083;7;4
48651;1078680;8;1
48651;231776;6;5
48652;326779;7;10
48652;229900;7;9
48652;1051518;5;8
48652;235653;7;7
48652;1040107;7;4
48652;695594;6;15
48652;746596;9;4
48652;1002767;6;34
48652;1022450;7;3
48652;479745;7;2
48652;544931;8;5
48652;1042712;6;3
48652;1096818;5;2
48653;326779;7;9
48653;812829;8;5
48653;1051518;8;8
48653;746596;7;4
48653;1101035;6;34
48653;1037797;9;5
48653;1042712;7;3
48653;1013793;8;5
48653;773912;7;6
48653;1041119;8;20
48653;520380;6;3
48654;1088126;7;8
48654;695594;7;14
48654;1004327;5;2
48654;1037797;9;5
48654;1086543;8;20
48654;394479;5;2
48654;326779;6;10
48654;812829;7;5
48654;723457;8;2
48654;1096818;8;2
48655;544931;8;5
48655;1022450;6;3
48655;520380;5;3
48655;1101035;6;35
48655;1040107;8;4
48655;783663;6;2
48655;1051518;7;7
48655;243083;6;4
48655;1041119;7;20
48656;1004327;7;2
48656;1042712;8;3
48656;1002334;6;3
48656;235653;7;7
48656;746596;7;4
48656;723457;5;3
48656;1096818;7;2
48656;394479;8;2
48656;1101035;8;35
48656;826490;8;4
48656;544931;5;5
48657;773912;9;5
48657;544931;6;5
48657;1078680;6;1
48657;1096818;9;2
48657;695594;8;14
48657;290478;6;2
48657;479745;5;2
48657;243083;7;4
48657;1040107;8;4
48657;783663;6;2
48657;326779;7;9
48657;394479;6;2
48658;544931;7;5
48658;1101035;6;34
48658;1013793;7;6
48658;1022450;6;3
48658;243083;9;5
48658;1037797;8;5
48658;1042712;9;3
48658;326779;8;9
48658;1004327;7;2
48658;394479;8;2
48658;290478;7;2
48658;826490;7;4
48659;746596;7;3
48659;1086543;8;19
48659;826490;8;4
48659;235653;7;7
48659;1051518;6;8
48659;723457;6;2
48659;773912;8;5
48659;1042712;7;3
48659;326779;9;10
48659;1041119;7;20
48659;1040107;7;4
48660;235653;6;7
48660;723457;7;3
48660;1101035;8;34
48660;1078680;7;1
48660;229900;8;10
48660;326779;6;9
48660;1042712;5;3
48660;1088126;8;8
48660;1040107;5;4
48660;788975;5;2
48660;520380;9;3
