numero;codigo_produto;quantidade;preco
11171;812829;8;4
11171;746596;6;4
11171;520380;8;3
11171;479745;6;2
11171;1037797;8;6
11171;1013793;7;6
11171;235653;8;7
11171;394479;7;2
11171;788975;8;3
11171;1004327;6;2
11171;544931;8;5
11171;326779;6;10
11172;826490;8;4
11172;243083;9;4
11172;783663;6;2
11172;394479;8;2
11172;1004327;6;3
11172;1013793;5;5
11172;773912;6;6
11172;1086543;6;19
11172;723457;6;2
11172;1096818;7;2
11172;1040107;7;4
11172;544931;8;5
11173;231776;6;6
11173;520380;7;3
11173;695594;6;15
11173;1004327;5;3
11173;1088126;5;9
11173;1042712;7;3
11173;812829;5;5
11173;1013793;8;6
11173;243083;8;4
11173;479745;6;2
11173;394479;7;2
11173;1041119;5;20
11173;746596;7;3
11174;243083;7;4
11174;479745;8;2
11174;394479;8;2
11174;1022450;8;3
11174;1096818;8;2
11174;826490;8;4
11174;1042712;7;3
11174;788975;7;3
11174;290478;8;2
11174;1088126;7;8
11174;235653;8;7
11174;1040107;6;4
11175;1088126;8;9
11175;1002767;6;34
11175;235653;9;7
11175;838819;6;8
11175;783663;8;2
11175;1096818;8;2
11175;773912;8;5
11175;695594;7;14
11175;788975;7;3
11175;1022450;8;3
11175;1041119;6;19
11175;290478;7;3
11176;826490;8;4
11176;723457;7;3
11176;1088126;6;9
11176;520380;7;3
11176;1013793;9;5
11176;1040107;6;4
11176;695594;8;14
11176;1002767;5;34
11176;229900;9;9
11176;326779;6;9
11176;243083;8;4
11176;394479;8;2
11177;1037797;6;5
11177;746596;9;3
11177;235653;7;7
11177;1040107;6;4
11177;773912;8;5
11177;326779;8;10
11177;1101035;8;35
11177;1086543;6;20
11177;1022450;6;3
11177;1004327;9;3
11177;231776;7;6
11177;1041119;5;20
11178;788975;7;3
11178;1022450;9;3
11178;1051518;8;8
11178;290478;5;2
11178;231776;8;6
11178;235653;8;7
11178;1078680;9;1
11178;1013793;7;5
11178;229900;9;9
11178;1088126;8;9
11178;243083;7;5
11178;1041119;6;19
11178;1002334;7;3
11179;1022450;7;3
11179;1042712;7;3
11179;394479;9;2
11179;235653;6;7
11179;1041119;8;19
11179;783663;7;2
11179;290478;9;2
11179;1013793;5;6
11179;773912;9;6
11179;229900;5;9
11179;520380;9;3
11179;1002334;8;4
11180;544931;5;5
11180;1051518;5;8
11180;746596;8;3
11180;243083;5;5
11180;826490;9;4
11180;479745;8;2
11180;723457;8;3
11180;1013793;7;5
11180;695594;9;15
11181;229900;6;10
11181;231776;8;6
11181;1042712;9;3
11181;1002334;6;4
11181;520380;5;3
11181;243083;8;4
11181;746596;5;4
11181;290478;7;2
11181;1040107;7;4
11182;1101035;5;35
11182;788975;7;2
11182;1096818;9;2
11182;229900;6;9
11182;1042712;6;3
11182;1088126;9;9
11182;723457;8;2
11182;695594;6;15
11182;394479;7;2
11183;1022450;7;3
11183;788975;7;2
11183;1101035;8;34
11183;243083;8;5
11183;1042712;7;3
11183;1088126;6;8
11183;695594;9;15
11183;1013793;9;5
11183;1037797;5;6
11183;1004327;6;3
11183;1002334;6;4
11184;723457;7;3
11184;1022450;7;3
11184;1101035;8;35
11184;746596;7;3
11184;1088126;8;9
11184;326779;7;10
11184;1096818;5;2
11184;1002767;6;35
11184;1002334;7;3
11184;1042712;5;3
11185;1013793;5;6
11185;1004327;8;3
11185;723457;5;3
11185;695594;9;14
11185;1051518;5;8
11185;1040107;6;4
11185;1002767;6;35
11185;826490;8;4
11185;773912;8;6
11185;1096818;6;2
11185;229900;7;9
11185;544931;7;5
11186;1041119;8;19
11186;1002767;5;35
11186;1037797;5;5
11186;326779;6;9
11186;723457;8;3
11186;394479;6;2
11186;544931;9;5
11186;695594;5;14
11186;1096818;6;2
11186;1088126;8;8
11186;1040107;7;4
11186;812829;8;4
11186;235653;7;7
11187;1037797;8;5
11187;1013793;9;5
11187;479745;7;2
11187;788975;9;2
11187;394479;7;2
11187;723457;7;2
11187;290478;5;3
11187;1096818;6;2
11187;1022450;6;3
11187;326779;9;9
11187;773912;7;5
11187;1002767;7;34
11187;1051518;9;7
11187;229900;8;10
11188;394479;6;2
11188;1086543;7;19
11188;326779;7;10
11188;1078680;6;1
11188;838819;9;7
11188;1004327;8;2
11188;479745;9;2
11188;1040107;9;4
11188;1041119;7;19
11188;235653;7;7
11188;1101035;6;34
11189;746596;8;4
11189;773912;8;5
11189;544931;5;5
11189;1101035;6;34
11189;479745;6;2
11189;229900;6;10
11189;812829;5;4
11189;326779;6;10
11189;788975;5;3
11190;544931;9;5
11190;1013793;5;6
11190;723457;9;3
11190;1088126;9;9
11190;243083;7;4
11190;1041119;8;19
11190;1004327;5;2
11190;326779;8;9
11190;235653;8;7
11190;826490;7;4
11190;1040107;6;4
11190;1037797;8;6
11190;1086543;9;20
11191;1042712;6;3
11191;1004327;9;3
11191;1002767;8;35
11191;290478;9;2
11191;1051518;7;7
11191;1041119;9;20
11191;773912;8;6
11191;1040107;6;4
11191;723457;7;3
11191;231776;7;6
11191;1086543;7;19
11191;544931;9;5
11191;235653;8;7
11192;1002767;7;35
11192;243083;8;5
11192;290478;8;3
11192;723457;9;3
11192;479745;6;2
11192;1040107;8;4
11192;1042712;8;3
11192;1051518;6;8
11192;231776;6;5
11193;1078680;8;1
11193;1096818;7;2
11193;695594;8;15
11193;723457;5;2
11193;235653;9;7
11193;394479;6;2
11193;812829;9;4
11193;838819;7;8
11193;544931;7;5
11193;746596;6;3
11194;520380;7;3
11194;1004327;7;2
11194;838819;8;8
11194;243083;6;5
11194;326779;5;10
11194;773912;7;6
11194;544931;5;5
11194;1096818;7;2
11194;1086543;6;20
11194;1051518;6;7
11194;235653;9;7
11194;695594;8;15
11194;788975;9;2
11194;1002334;8;4
11195;1002334;9;3
11195;788975;5;2
11195;1040107;8;4
11195;1041119;8;20
11195;231776;7;5
11195;1002767;8;35
11195;229900;7;10
11195;826490;8;4
11195;1088126;8;8
11195;812829;8;4
11195;479745;5;2
11195;723457;8;2
11195;1004327;7;3
11196;723457;6;3
11196;1088126;5;9
11196;746596;8;3
11196;544931;6;5
11196;231776;8;6
11196;1042712;6;3
11196;235653;5;7
11196;1041119;8;19
11196;290478;5;3
11196;479745;7;2
11196;243083;7;4
11196;1101035;8;35
11196;812829;7;4
11197;235653;8;7
11197;243083;5;5
11197;723457;9;3
11197;520380;6;3
11197;544931;6;5
11197;788975;6;3
11197;1088126;8;8
11197;229900;5;10
11198;723457;8;3
11198;1002767;7;34
11198;326779;9;9
11198;1042712;8;3
11198;229900;9;10
11198;1078680;5;1
11198;1004327;7;2
11198;1013793;8;5
11198;838819;8;7
11199;479745;5;2
11199;746596;8;3
11199;290478;6;3
11199;1088126;8;8
11199;1013793;9;5
11199;1004327;6;2
11199;520380;6;3
11199;1002767;7;34
11199;695594;7;14
11199;544931;9;5
11199;235653;6;7
11199;773912;9;6
11199;243083;8;4
11199;783663;7;2
11200;746596;5;4
11200;1041119;9;19
11200;838819;8;7
11200;1037797;9;5
11200;235653;5;7
11200;243083;8;5
11200;1096818;8;2
11200;1101035;8;35
11200;1088126;5;9
11200;812829;8;5
11200;229900;6;9
11200;723457;9;3
11200;1042712;6;3
11201;235653;6;7
11201;229900;9;9
11201;231776;7;6
11201;1042712;6;3
11201;788975;6;2
11201;290478;6;2
11201;1037797;8;6
11201;520380;6;3
11201;1022450;9;3
11201;1004327;7;3
11201;826490;8;4
11201;1078680;6;1
11201;243083;5;4
11202;1041119;8;20
11202;1013793;7;5
11202;479745;6;2
11202;1086543;5;20
11202;229900;6;10
11202;326779;8;10
11202;1004327;7;3
11202;544931;7;5
11202;838819;8;8
11203;229900;7;10
11203;826490;6;4
11203;1051518;7;7
11203;783663;6;2
11203;1041119;7;20
11203;773912;8;6
11203;723457;9;2
11203;243083;6;5
11203;1096818;8;2
11204;1101035;8;34
11204;1013793;8;5
11204;773912;7;6
11204;1004327;6;3
11204;1088126;7;9
11204;229900;9;9
11204;788975;7;2
11204;723457;7;3
11204;1086543;9;19
11204;520380;6;3
11204;394479;6;2
11205;544931;6;5
11205;235653;5;7
11205;1086543;8;19
11205;783663;7;2
11205;1041119;9;20
11205;1022450;5;3
11205;746596;8;3
11205;695594;6;15
11205;812829;9;5
11205;1096818;8;2
11205;520380;9;3
11205;229900;8;10
11206;773912;6;6
11206;326779;6;10
11206;723457;8;2
11206;235653;6;7
11206;783663;8;2
11206;1088126;5;9
11206;695594;6;15
11206;229900;5;9
11206;1041119;7;20
11206;826490;9;4
11206;1002767;8;35
11206;479745;5;2
11206;243083;7;4
11207;1022450;7;3
11207;1037797;7;5
11207;1002767;7;34
11207;1040107;9;4
11207;326779;6;9
11207;695594;8;15
11207;1041119;7;20
11207;826490;7;4
11207;229900;9;10
11207;520380;8;3
11207;812829;6;5
11207;1086543;6;20
11208;544931;6;5
11208;788975;9;3
11208;1013793;6;5
11208;1078680;8;1
11208;1096818;8;2
11208;746596;6;3
11208;1022450;9;3
11208;1004327;8;3
11208;723457;6;2
11208;1040107;7;4
11208;394479;8;2
11208;1041119;6;20
11209;1002334;8;3
11209;1022450;9;3
11209;235653;6;7
11209;1101035;6;35
11209;1013793;7;6
11209;838819;7;8
11209;1004327;9;2
11209;1002767;5;34
11209;243083;7;4
11210;695594;7;15
11210;235653;7;7
11210;1042712;8;3
11210;231776;6;6
11210;826490;8;4
11210;788975;7;2
11210;1004327;6;3
11210;1096818;8;2
11210;1002767;7;34
11210;1086543;8;20
11210;1013793;9;5
11211;326779;8;10
11211;1051518;6;7
11211;773912;6;5
11211;783663;6;2
11211;1101035;6;34
11211;520380;8;3
11211;812829;9;5
11211;1037797;5;6
11211;1042712;9;3
11212;1088126;7;9
11212;326779;5;10
11212;1051518;5;7
11212;520380;8;3
11212;1002767;8;35
11212;746596;7;4
11212;1086543;6;19
11212;695594;5;14
11212;1042712;7;3
11213;695594;6;14
11213;1004327;6;2
11213;1002334;7;4
11213;1013793;8;6
11213;1101035;5;34
11213;479745;6;2
11213;1086543;5;20
11213;812829;7;4
11214;1013793;9;5
11214;1002767;9;34
11214;1078680;8;1
11214;231776;8;5
11214;812829;9;4
11214;544931;7;5
11214;1004327;9;3
11214;838819;8;8
11214;783663;7;2
11214;479745;5;2
11214;1002334;9;4
11214;746596;7;4
11215;1088126;9;9
11215;1022450;8;3
11215;290478;6;2
11215;826490;6;4
11215;1096818;6;2
11215;773912;7;5
11215;783663;8;2
11215;1101035;9;34
11215;812829;7;4
11215;1002334;8;4
11215;520380;9;3
11215;394479;7;2
11215;229900;6;10
11216;326779;6;9
11216;1004327;8;2
11216;1002334;9;3
11216;229900;5;10
11216;773912;5;5
11216;723457;7;3
11216;290478;7;2
11216;1037797;6;6
11217;1041119;7;20
11217;1004327;8;2
11217;695594;6;14
11217;326779;6;9
11217;1078680;6;1
11217;1002767;5;34
11217;1101035;7;34
11217;1051518;9;7
11217;1096818;8;2
11217;1088126;7;8
11218;1022450;5;3
11218;544931;6;5
11218;479745;6;2
11218;290478;8;3
11218;1078680;8;1
11218;1004327;6;2
11218;231776;8;5
11218;746596;8;4
11218;773912;5;6
11218;1040107;5;4
11219;1013793;8;5
11219;812829;8;5
11219;788975;7;2
11219;235653;8;7
11219;783663;7;2
11219;1002767;9;35
11219;243083;9;4
11219;1042712;7;3
11220;1022450;8;3
11220;773912;9;5
11220;231776;7;6
11220;1040107;9;4
11220;1013793;9;5
11220;1088126;6;8
11220;1002334;5;4
11220;326779;7;10
11220;243083;7;5
11220;1002767;9;35
11220;235653;8;7
11220;290478;8;2
11220;826490;8;4
11221;479745;8;2
11221;544931;6;5
11221;695594;9;14
11221;231776;6;6
11221;1088126;8;9
11221;1042712;8;3
11221;235653;8;7
11221;1041119;9;20
11221;773912;6;5
11222;229900;6;10
11222;838819;7;7
11222;788975;9;2
11222;1078680;6;1
11222;1042712;8;3
11222;1022450;6;3
11222;1051518;5;8
11222;544931;6;5
11222;773912;6;5
11222;479745;7;2
11222;826490;7;4
11222;1041119;6;20
11222;326779;6;10
11223;479745;8;2
11223;1078680;9;1
11223;783663;7;2
11223;1051518;8;7
11223;394479;6;2
11223;243083;6;5
11223;1041119;6;20
11223;520380;7;3
11223;826490;7;4
11223;1096818;6;2
11223;1040107;8;4
11223;812829;6;5
11224;826490;5;4
11224;1078680;6;1
11224;1040107;7;4
11224;1088126;6;8
11224;1004327;6;2
