numero;codigo_produto;quantidade;preco
76607;746596;6;4
76607;231776;7;5
76607;1096818;8;2
76607;783663;8;2
76607;1037797;9;5
76607;326779;7;9
76607;479745;5;2
76607;1088126;7;8
76607;812829;6;4
76607;1002767;7;35
76607;290478;9;2
76607;788975;6;3
76608;520380;8;3
76608;723457;8;2
76608;1013793;8;6
76608;812829;9;5
76608;1042712;7;3
76608;1088126;7;9
76608;1037797;8;5
76608;773912;6;5
76608;1086543;6;19
76608;826490;8;4
76608;290478;5;2
76609;1101035;7;35
76609;1022450;9;3
76609;746596;8;3
76609;326779;6;9
76609;1002334;9;4
76609;1051518;8;7
76609;1088126;7;9
76609;783663;7;2
76609;243083;6;5
76609;788975;5;2
76610;1013793;7;6
76610;1088126;7;8
76610;1086543;6;20
76610;243083;7;5
76610;773912;5;5
76610;326779;6;9
76610;695594;7;15
76610;746596;5;3
76610;479745;6;2
76610;826490;6;4
76611;1051518;8;7
76611;746596;6;3
76611;723457;6;3
76611;773912;7;6
76611;1013793;8;6
76611;1088126;6;9
76611;1042712;7;3
76611;1078680;5;1
76611;1004327;8;3
76611;788975;6;3
76611;394479;8;2
76612;1086543;8;19
76612;773912;7;5
76612;1037797;6;6
76612;1088126;8;8
76612;520380;8;3
76612;235653;9;7
76612;479745;6;2
76612;229900;9;10
76612;783663;8;2
76612;1078680;6;1
76612;746596;5;3
76613;544931;7;5
76613;695594;8;14
76613;723457;8;2
76613;326779;9;9
76613;1042712;7;3
76613;394479;7;2
76613;1004327;6;3
76613;1002767;8;34
76613;1041119;7;20
76613;1037797;7;5
76614;1002767;7;35
76614;1041119;6;20
76614;746596;8;3
76614;1042712;6;3
76614;773912;7;5
76614;231776;8;5
76614;1004327;6;2
76614;783663;6;2
76614;1086543;6;19
76614;394479;7;2
76615;1096818;7;2
76615;788975;6;3
76615;1041119;7;20
76615;826490;5;4
76615;544931;5;5
76615;1004327;7;2
76615;231776;8;6
76615;812829;7;5
76615;235653;5;7
76615;1101035;6;34
76615;1002767;6;35
76615;838819;7;7
76615;1037797;5;6
76616;746596;6;4
76616;773912;8;6
76616;544931;8;5
76616;826490;7;4
76616;1096818;6;2
76616;1004327;5;2
76616;788975;6;3
76616;1022450;9;3
76616;723457;6;3
76616;1037797;7;5
76616;812829;5;4
76617;290478;5;3
76617;1040107;7;4
76617;1078680;8;1
76617;1086543;8;20
76617;773912;7;6
76617;1042712;6;3
76617;394479;6;2
76617;544931;5;5
76617;231776;6;5
76617;746596;5;3
76617;788975;9;2
76617;1022450;7;3
76617;1013793;8;5
76618;788975;9;2
76618;1101035;5;34
76618;1088126;8;8
76618;695594;9;15
76618;826490;6;4
76618;1022450;5;3
76618;1078680;7;1
76618;231776;6;5
76618;1041119;7;20
76618;1002767;6;34
76618;326779;7;10
76619;229900;6;9
