numero;codigo_produto;quantidade;preco
102566;1042712;6;3
102566;1051518;8;7
102566;1078680;6;1
102566;243083;8;5
102566;1101035;5;35
102566;746596;7;4
102566;695594;6;14
102566;229900;6;10
102566;773912;5;5
102566;1086543;8;20
102567;723457;8;3
102567;695594;7;15
102567;1078680;6;1
102567;826490;5;4
102567;1041119;8;20
102567;243083;9;4
102567;520380;6;3
102567;326779;9;9
102567;1042712;6;3
102567;394479;6;2
102567;783663;8;2
102567;1022450;8;3
102567;290478;7;3
102568;1013793;8;6
102568;1022450;6;3
102568;544931;9;5
102568;231776;9;6
102568;788975;8;2
102568;1041119;7;20
102568;229900;8;10
102568;1051518;7;7
102568;243083;8;5
102568;695594;5;15
102568;812829;7;5
102568;1086543;7;20
102568;520380;6;3
102568;394479;6;2
102569;783663;7;2
102569;746596;5;3
102569;235653;7;7
102569;1078680;6;1
102569;229900;6;10
102569;1022450;6;3
102569;838819;8;7
102569;1041119;7;20
102569;1013793;8;5
102569;1086543;8;19
102569;231776;8;6
102569;326779;7;10
102570;1101035;9;34
102570;1002334;7;3
102570;235653;6;7
102570;1041119;6;19
102570;290478;8;3
102570;788975;8;2
102570;723457;7;3
102570;229900;8;9
102570;520380;7;3
102570;783663;6;2
102570;773912;8;5
102570;479745;5;2
102570;838819;5;7
102571;773912;6;6
102571;290478;7;2
102571;783663;6;2
102571;838819;5;7
102571;826490;6;4
102571;695594;5;14
102571;520380;5;3
102571;1037797;6;5
102571;1088126;6;8
102571;1041119;8;19
102571;812829;8;5
102571;1042712;6;3
102571;479745;8;2
102572;1086543;8;20
102572;326779;7;10
102572;544931;8;5
102572;695594;8;14
102572;231776;6;6
102572;1041119;6;19
102572;479745;5;2
102572;1101035;8;34
102572;1096818;8;2
102572;1051518;7;8
102573;229900;7;9
102573;1051518;6;8
102573;1041119;8;19
102573;1042712;9;3
102573;1088126;8;8
102573;1013793;7;5
102573;544931;8;5
102573;235653;8;7
102573;695594;5;14
102573;773912;9;6
102573;826490;6;4
102573;746596;9;3
102573;1096818;7;2
102573;1086543;7;19
102574;231776;6;5
102574;544931;8;5
102574;723457;9;2
102574;773912;9;6
102574;812829;6;5
102574;1004327;8;3
102574;1078680;8;1
102574;243083;7;5
102574;235653;6;7
102574;1002767;5;34
102574;1096818;8;2
102574;1051518;6;7
102574;1088126;5;9
102575;773912;7;6
102575;1004327;8;2
102575;1051518;7;8
102575;1002334;6;3
102575;783663;8;2
102575;1042712;8;3
102575;235653;8;7
102575;229900;5;9
102575;826490;8;4
102576;1002767;7;35
102576;243083;8;5
102576;746596;7;4
102576;773912;6;6
102576;1042712;7;3
102576;1013793;5;5
102576;544931;5;5
102576;826490;9;4
102576;695594;7;15
102576;1088126;6;8
102577;826490;5;4
102577;1042712;8;3
102577;1101035;8;35
102577;1078680;5;1
102577;1013793;8;5
102577;243083;6;4
102577;1002767;6;35
102577;723457;9;2
102577;1040107;7;4
102577;229900;8;10
102577;231776;8;6
102577;394479;9;2
102578;1040107;6;4
102578;229900;9;10
102578;783663;7;2
102578;520380;7;3
102578;1041119;6;19
102578;1088126;9;8
102578;290478;6;3
102578;723457;8;3
102579;783663;8;2
102579;1078680;7;1
102579;1013793;7;6
102579;326779;7;9
102579;290478;8;2
102579;826490;7;4
102579;479745;9;2
102579;229900;8;9
102580;1078680;6;1
102580;229900;6;10
102580;243083;8;5
102580;394479;7;2
102580;788975;6;3
102580;326779;7;9
102580;1042712;8;3
102580;1004327;8;2
102580;1051518;6;7
102580;746596;6;4
102581;812829;6;5
102581;695594;7;14
102581;783663;7;2
102581;773912;6;5
102581;479745;5;2
102581;1042712;7;3
102581;544931;8;5
102581;1013793;6;6
102581;520380;9;3
102582;773912;6;6
102582;1022450;7;3
102582;1086543;5;20
102582;723457;8;2
102582;479745;6;2
102582;1002767;7;34
102582;1088126;8;8
102582;1040107;9;4
102582;243083;6;5
102582;783663;9;2
102582;231776;7;6
102582;1051518;7;8
102583;773912;7;5
102583;1037797;7;5
102583;783663;6;2
102583;326779;9;10
102583;1078680;8;1
102583;1004327;8;3
102583;826490;7;4
102583;479745;9;2
102583;1022450;8;3
102583;812829;7;5
102584;326779;7;9
102584;812829;7;4
102584;1101035;7;34
102584;394479;9;2
102584;788975;8;2
102584;1037797;8;6
102584;520380;6;3
102584;235653;8;7
102584;231776;8;5
102584;1004327;6;3
102584;1042712;6;3
102584;1041119;7;20
102584;1086543;6;20
102585;1040107;6;4
102585;695594;8;14
102585;479745;6;2
102585;723457;7;2
102585;838819;5;7
102585;394479;8;2
102585;1004327;6;3
102585;1002767;6;34
102585;788975;5;2
102585;229900;5;10
102585;1101035;5;35
102585;235653;6;7
102585;326779;8;10
102585;1022450;9;3
102586;394479;6;2
102586;723457;7;3
102586;326779;6;9
102586;544931;9;5
102586;773912;7;6
102586;243083;6;4
102586;1022450;6;3
102586;1101035;8;35
102586;826490;9;4
102586;783663;6;2
102586;231776;9;5
102586;1078680;7;1
102586;746596;5;3
102587;326779;8;10
102587;394479;6;2
102587;826490;6;4
102587;1051518;7;8
102587;1004327;7;2
102587;479745;7;2
102587;1088126;7;8
102587;1042712;6;3
102587;1022450;5;3
102587;235653;7;7
102587;746596;6;3
102587;1013793;8;6
102587;788975;6;3
102587;231776;8;6
102588;520380;5;3
102588;243083;6;5
102588;326779;8;9
102588;229900;6;9
102588;1041119;6;20
102588;235653;8;7
102588;695594;8;14
102588;812829;6;4
102588;394479;7;2
102588;746596;8;3
102588;1004327;5;2
102588;788975;7;2
102589;394479;6;2
102589;1040107;7;4
102589;1013793;7;6
102589;520380;6;3
102589;243083;6;5
102589;1041119;6;19
102589;326779;8;10
102589;1101035;8;35
102589;544931;7;5
102589;788975;6;2
102589;1037797;8;6
102589;1051518;9;8
102589;1022450;5;3
102589;1088126;8;9
102590;1086543;9;19
102590;1037797;7;5
102590;520380;9;3
102590;231776;8;5
102590;1051518;7;8
102590;1042712;7;3
102590;1088126;7;9
102590;479745;8;2
102590;326779;9;10
102590;1002767;7;35
102590;1004327;7;3
102590;544931;6;5
102591;788975;6;2
102591;520380;6;3
102591;235653;7;7
102591;1086543;7;19
102591;1040107;8;4
102591;826490;8;4
102591;544931;8;5
102591;838819;9;7
102591;1101035;5;34
102591;773912;7;6
102591;1022450;7;3
102592;394479;6;2
102592;783663;7;2
102592;243083;5;4
102592;235653;9;7
102592;695594;6;15
102592;838819;8;8
102592;1096818;7;2
102592;229900;7;10
102592;1078680;6;1
102592;479745;8;2
102592;1004327;9;2
102592;826490;5;4
102592;544931;8;5
102592;723457;6;3
102593;1096818;8;2
102593;1088126;6;9
102593;1040107;7;4
102593;1051518;7;7
102593;746596;9;3
102593;326779;7;10
102593;229900;8;9
102593;1037797;7;5
102593;394479;6;2
102593;520380;7;3
102593;1078680;7;1
102593;1101035;7;34
102594;520380;8;3
102594;229900;6;10
102594;243083;6;5
102594;479745;6;2
102594;1037797;9;5
102594;838819;8;7
102594;1013793;7;5
102594;773912;5;6
102594;326779;6;10
102594;290478;6;3
102594;695594;5;14
102594;1096818;7;2
102595;1051518;9;8
102595;695594;7;14
102595;1042712;5;3
102595;1002767;6;34
102595;1096818;8;2
102595;788975;8;2
102595;544931;6;5
102595;231776;5;5
102595;1041119;8;19
102595;1040107;7;4
102595;1004327;7;3
102595;1088126;7;9
102595;812829;9;5
102595;1013793;7;6
102596;520380;8;3
102596;1004327;8;2
102596;235653;6;7
102596;243083;9;4
102596;231776;8;6
102596;1078680;6;1
102596;229900;7;9
102596;812829;8;5
102596;1037797;8;6
102596;773912;6;5
102596;826490;7;4
102596;1002767;6;34
102597;1013793;6;6
102597;1004327;6;2
102597;788975;6;2
102597;243083;6;5
102597;1096818;7;2
102597;231776;6;5
102597;1037797;9;5
