numero;codigo_produto;quantidade;preco
73548;783663;5;2
73548;235653;5;7
73548;746596;8;4
73548;520380;6;3
73548;290478;6;3
73548;1002334;8;4
73548;479745;7;2
73548;1042712;5;3
73548;1013793;5;6
73548;812829;8;5
73548;1096818;7;2
73549;783663;9;2
73549;1088126;7;8
73549;723457;8;2
73549;746596;6;4
73549;1004327;7;2
73549;1051518;5;8
73549;826490;6;4
73549;243083;5;4
73549;544931;5;5
73549;326779;9;9
73549;231776;8;6
73550;394479;6;2
73550;1042712;5;3
73550;783663;6;2
73550;1041119;5;20
73550;1051518;8;8
73550;1002767;7;35
73550;1101035;8;35
73550;1037797;7;5
73551;1040107;5;4
73551;1096818;8;2
73551;544931;9;5
73551;229900;5;10
73551;1088126;7;9
73551;1002767;7;35
73551;1101035;6;35
73551;1013793;9;5
73551;1004327;9;2
73552;229900;9;10
73552;838819;7;8
73552;746596;7;3
73552;1088126;7;9
73552;231776;7;5
73552;326779;7;9
73552;479745;6;2
73552;1002767;7;35
73552;1002334;8;3
73552;1022450;5;3
73552;1086543;9;20
73552;812829;9;4
73552;290478;8;3
73553;1040107;6;4
73553;1002334;7;3
73553;788975;6;3
73553;773912;7;6
73553;479745;8;2
73553;544931;5;5
73553;746596;6;3
73553;394479;9;2
73553;1101035;5;35
73553;838819;5;7
73553;326779;6;9
73553;1051518;7;7
73554;520380;6;3
73554;229900;5;10
73554;1086543;5;20
73554;1078680;9;1
73554;783663;7;2
73554;788975;8;2
73554;1042712;8;3
73554;243083;7;5
73554;1002767;6;34
73554;1041119;9;20
73554;1088126;8;8
73554;695594;9;15
73555;695594;6;14
73555;1042712;5;3
73555;783663;8;2
73555;838819;9;8
73555;235653;6;7
73555;1040107;6;4
73555;326779;7;10
73555;544931;8;5
73555;1037797;8;6
73555;479745;9;2
73555;1022450;6;3
73556;1004327;6;2
73556;394479;6;2
73556;788975;8;2
73556;1041119;6;19
73556;695594;5;15
73556;544931;8;5
73556;1086543;5;19
73556;826490;8;4
73556;235653;9;7
73556;1042712;6;3
73556;783663;7;2
73556;231776;7;6
73556;1096818;6;2
73556;479745;5;2
73557;1088126;8;9
73557;723457;6;2
73557;773912;5;5
73557;1078680;9;1
73557;1042712;8;3
73557;1022450;8;3
73557;231776;8;5
73557;783663;8;2
73557;479745;8;2
73557;695594;8;15
73557;520380;6;3
73557;812829;8;5
73558;1022450;8;3
73558;1086543;7;19
73558;1037797;8;5
73558;1042712;7;3
73558;479745;6;2
73558;229900;6;9
73558;520380;8;3
73558;1051518;5;7
73558;290478;9;3
73558;1088126;7;9
73558;746596;8;4
73558;1078680;6;1
73558;826490;5;4
73558;1002334;7;3
73559;695594;9;15
73559;746596;8;4
73559;290478;7;3
73559;1042712;8;3
73559;1040107;5;4
73559;231776;7;6
73559;1088126;8;9
73559;394479;7;2
73559;1078680;9;1
73559;788975;8;3
73559;243083;6;4
73559;1037797;6;6
73560;290478;9;2
73560;520380;7;3
73560;1022450;6;3
73560;243083;7;5
73560;1086543;8;20
73560;1004327;7;2
73560;1002767;5;35
73560;695594;7;15
73560;746596;6;3
73561;1078680;5;1
73561;1086543;8;20
73561;746596;6;3
73561;1002767;6;34
73561;1013793;8;6
73561;520380;6;3
73561;788975;6;3
73561;1051518;8;7
73561;1004327;7;3
73561;290478;7;3
73561;838819;7;8
73561;326779;7;10
73562;746596;7;3
73562;235653;5;7
73562;1002767;5;35
73562;1042712;7;3
73562;723457;7;3
73562;326779;7;10
73562;1101035;5;35
73562;479745;7;2
