numero;codigo_produto;quantidade;preco
82878;723457;6;3
82878;1051518;5;8
82878;1088126;7;8
82878;231776;7;5
82878;1078680;8;1
82878;1013793;7;5
82878;1101035;5;34
82878;1086543;6;19
82878;544931;7;5
82878;812829;7;5
82878;788975;8;3
82878;746596;6;4
82879;520380;8;3
82879;1002767;9;34
82879;1051518;6;8
82879;326779;7;10
82879;229900;6;10
82879;1041119;8;19
82879;290478;6;3
82879;788975;5;3
82879;1086543;6;19
82879;838819;9;7
82879;1004327;5;3
82880;838819;9;7
82880;1078680;5;1
82880;1088126;7;8
82880;1041119;5;19
82880;746596;7;3
82880;1004327;8;3
82880;229900;7;10
82880;723457;7;3
82880;1096818;7;2
82880;1042712;8;3
82880;326779;6;9
82881;1004327;6;2
82881;773912;5;5
82881;229900;7;10
82881;1096818;7;2
82881;1022450;6;3
82881;1013793;6;5
82881;1051518;5;7
82881;1037797;6;5
82881;788975;5;3
82881;826490;5;4
82881;290478;8;2
82881;1041119;5;20
82881;544931;5;5
82882;235653;8;7
82882;1002767;6;34
82882;229900;6;9
82882;773912;7;6
82882;783663;8;2
82882;1042712;6;3
82882;1051518;6;8
82882;231776;8;6
82882;290478;5;2
82882;1088126;6;8
82882;723457;9;3
82882;695594;8;14
82882;479745;8;2
82883;1051518;7;7
82883;243083;7;4
82883;544931;8;5
82883;1086543;8;20
82883;1101035;5;35
82883;1078680;8;1
82883;773912;6;5
82883;231776;8;5
82883;1002334;5;3
82883;229900;8;10
82883;1002767;8;34
82883;783663;8;2
82883;746596;8;4
82883;788975;9;2
82884;1037797;5;5
82884;1002767;6;35
82884;290478;8;3
82884;1040107;5;4
82884;235653;6;7
82884;1096818;9;2
82884;231776;6;6
82884;1088126;9;8
82884;520380;8;3
82884;1013793;7;5
82884;1004327;8;2
82884;1042712;7;3
82885;1022450;7;3
82885;773912;8;5
82885;1101035;8;34
82885;326779;8;9
82885;788975;7;3
82885;290478;7;3
82885;1002767;6;34
82885;479745;7;2
82885;1051518;5;8
82885;1088126;8;9
82885;1004327;6;3
82886;229900;9;10
82886;1078680;6;1
82886;812829;9;5
82886;1037797;8;6
82886;746596;8;4
82886;783663;8;2
82886;1086543;8;19
82886;479745;5;2
82886;1042712;8;3
82887;520380;6;3
82887;812829;7;5
82887;695594;8;15
82887;788975;9;3
82887;1041119;7;19
82887;1088126;5;8
82887;290478;8;2
82887;723457;7;2
82887;231776;7;6
82887;1051518;7;7
82887;479745;6;2
82888;231776;7;6
82888;773912;7;6
82888;479745;7;2
82888;826490;8;4
82888;1037797;7;5
82888;788975;7;2
82888;783663;5;2
82888;812829;6;4
82888;1002767;7;35
82889;479745;8;2
82889;1004327;7;3
82889;1022450;9;3
82889;1002767;8;34
82889;326779;6;10
82889;235653;6;7
82889;1013793;8;5
82889;394479;7;2
82889;231776;8;5
82889;290478;8;3
82890;1037797;6;6
82890;1088126;7;8
82890;788975;5;3
82890;783663;9;2
82890;695594;7;15
82890;1013793;7;5
82890;520380;6;3
82890;1002767;7;34
82890;1002334;8;3
82890;1101035;8;35
82891;1078680;9;1
82891;723457;6;3
82891;1004327;7;3
82891;229900;8;10
82891;746596;6;3
82891;695594;6;15
82891;1037797;7;5
82891;231776;9;5
82891;326779;6;10
82891;1002767;7;34
82892;773912;5;5
82892;788975;5;3
82892;1101035;8;35
82892;1088126;9;9
82892;231776;9;6
82892;1037797;6;5
82892;783663;5;2
82892;1042712;9;3
82892;479745;7;2
82893;479745;8;2
82893;723457;5;3
82893;1088126;8;8
82893;826490;9;4
82893;1086543;7;19
82893;783663;6;2
82893;1096818;7;2
82893;1101035;7;34
82893;788975;7;3
82893;1022450;5;3
82893;1041119;8;19
82893;1037797;6;6
82894;1101035;7;35
82894;290478;7;3
82894;746596;7;4
82894;235653;5;7
82894;479745;5;2
82894;723457;7;3
82894;520380;6;3
82894;826490;7;4
82894;326779;7;10
82894;1041119;5;19
82894;1004327;9;3
82895;1040107;8;4
82895;231776;5;5
82895;479745;8;2
82895;229900;9;10
82895;1013793;6;6
82895;826490;5;4
82895;290478;8;2
82895;1022450;5;3
82895;1004327;7;2
82895;746596;9;3
82895;812829;5;5
82895;544931;8;5
82895;773912;9;6
82896;544931;6;5
82896;1041119;7;20
82896;695594;5;14
82896;229900;8;9
82896;788975;7;2
82896;326779;8;10
82896;479745;7;2
82896;746596;6;3
82896;1078680;6;1
82897;231776;6;6
82897;773912;9;5
82897;1013793;7;6
82897;838819;7;7
82897;695594;6;14
82897;1101035;9;34
82897;1088126;9;9
82897;229900;7;9
82897;243083;8;4
82897;1086543;6;20
82897;788975;6;2
82897;783663;9;2
82897;826490;7;4
82898;788975;8;3
82898;826490;7;4
82898;723457;9;3
82898;1086543;5;20
82898;812829;6;4
82898;1013793;6;6
82898;1051518;9;8
82898;1078680;6;1
82898;695594;7;14
82898;243083;9;4
82898;290478;8;3
82898;1042712;9;3
82899;788975;5;2
82899;1040107;5;4
82899;1002334;6;3
82899;723457;7;2
82899;520380;6;3
82899;783663;7;2
82899;1051518;5;7
82899;1002767;5;34
82899;326779;9;10
82899;1022450;6;3
82900;1051518;8;7
82900;394479;8;2
82900;1002767;6;35
82900;235653;8;7
82900;1078680;5;1
82900;1004327;7;2
82900;773912;8;6
82900;1096818;8;2
82900;520380;9;3
82900;1022450;7;3
82900;1037797;6;6
82900;788975;7;2
82901;788975;5;2
82901;773912;8;6
82901;1002767;6;34
82901;1040107;8;4
82901;1004327;6;2
82901;231776;8;5
82901;1051518;8;7
82901;1101035;5;35
82901;1088126;6;8
82902;229900;6;9
82902;1078680;7;1
82902;1037797;7;5
82902;1088126;8;8
82902;812829;7;4
82902;520380;6;3
82902;1086543;8;19
82902;788975;7;3
82902;544931;8;5
82903;723457;6;2
82903;1022450;8;3
82903;479745;9;2
82903;1002334;5;3
82903;1096818;6;2
82903;1051518;7;7
82903;394479;8;2
82903;1041119;6;20
82903;544931;9;5
82904;1004327;7;2
82904;229900;8;10
82904;695594;7;14
82904;243083;8;4
82904;1041119;6;19
82904;1002334;6;3
82904;1040107;7;4
82904;290478;9;2
82904;1051518;8;7
82904;235653;7;7
82904;394479;9;2
82905;1078680;9;1
82905;788975;7;3
82905;1051518;6;8
82905;1037797;6;6
82905;326779;8;10
82905;520380;6;3
82905;229900;5;10
82905;1022450;9;3
82905;1002767;7;34
82905;838819;7;7
82905;1086543;6;20
82905;1101035;7;35
82906;243083;9;4
82906;812829;5;4
82906;746596;7;4
82906;1086543;7;20
82906;1004327;8;2
82906;1042712;5;3
82906;826490;8;4
82906;1078680;8;1
82906;290478;8;3
82906;723457;5;3
82906;231776;6;5
82906;1040107;7;4
82907;1041119;6;19
82907;1088126;9;8
82907;520380;7;3
82907;479745;6;2
82907;1096818;6;2
82907;235653;7;7
82907;826490;9;4
82907;326779;8;9
82907;695594;9;14
82907;1051518;7;8
82907;1040107;8;4
82907;812829;8;5
82908;788975;5;2
82908;520380;5;3
82908;290478;8;3
82908;1037797;8;6
82908;1101035;9;34
82908;1040107;6;4
82908;326779;5;10
82908;243083;6;5
82908;812829;8;5
82908;544931;7;5
82909;695594;9;14
82909;235653;7;7
82909;1040107;9;4
82909;229900;7;10
82909;394479;6;2
82909;812829;9;5
82909;1078680;8;1
82909;1002767;9;34
82909;723457;8;2
82909;1013793;8;5
82909;479745;7;2
82910;243083;9;4
82910;695594;6;15
82910;479745;7;2
82910;788975;5;3
82910;723457;5;3
82910;290478;6;2
82910;544931;6;5
82910;1101035;5;35
82910;826490;5;4
82910;229900;6;9
82911;544931;6;5
82911;1078680;8;1
82911;788975;9;2
82911;1013793;9;6
82911;394479;6;2
82911;838819;8;7
82911;1004327;8;2
82911;723457;6;2
82911;773912;5;5
82912;1078680;7;1
82912;1004327;8;2
82912;783663;6;2
82912;326779;8;9
82912;1002767;5;34
82912;723457;8;2
